,A,AG,AL,AU,BU,C,CF,CS,CU,FG,HC,I,J,JM,L,M,MA,NI,OI,P,PB,PP,PTA,PVC,RB,RM,RU,SN,SR,Y,ZC,ZN
2009/1/1 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/1/2 0:00,0.052804934,-0.042453363,1.515788907,0.157222137,,,,,0.747298577,,,,,,,,,0.644180225,,,-0.004410143,,,,,,,-0.36090535,,,0.047840155,1.864933597
2009/1/3 0:00,0.066426831,-0.042453363,1.515653577,0.157222137,,,,,0.755174882,,,,,,,,,0.645828113,,,-0.034224599,,,,,,,-0.359059018,,,0.027813568,1.87223796
2009/1/4 0:00,0.099502033,-0.036952187,1.445843421,0.157222137,,-0.632747763,-0.755203997,,0.712038923,,0.03177937,0.258631513,,,-0.389972145,,,0.649547966,-0.848376573,,-0.036286019,,-0.591910349,,,,-0.617644525,-0.357201987,-0.755203997,,0.065585192,1.589236948
2009/1/5 0:00,0.131045673,-0.04380864,1.445798322,0.15718119,,,,,0.718947463,,,,,,,,,0.651557007,,,-0.036286019,,,,,,,-0.357201987,,,0.022540294,1.630654382
2009/1/6 0:00,0.094902654,-0.043912795,1.454337385,0.158455712,,,,,0.72499617,,,,,,,,,0.650552486,,,-0.044290288,,,,,,,-0.357201987,,,-0.011955307,1.625211434
2009/1/7 0:00,-0.010444697,-0.047374882,1.465016584,0.15059177,,,,,0.743042286,,,,,,,,,0.639695799,,,-0.091002045,,,,,,,-0.339966833,,,-0.022395332,1.463241563
2009/1/8 0:00,-0.047551347,-0.025848629,1.488910314,0.153659125,,,,,0.774869718,,,,,,,,,0.636431597,,,-0.093495935,,,,,,,-0.342868988,,,-0.021640692,1.514460031
2009/1/9 0:00,-0.091315876,-0.023141881,1.497147049,0.15420805,,,,,0.802209798,-0.052228726,,,,,,,,0.636147889,,,-0.086713996,,,,,,,-0.338723051,,,-0.037022604,1.516816763
2009/1/10 0:00,-0.099301484,-0.02394763,1.494722285,0.15420805,,,,,0.812731488,,,,,,,,,0.641273023,,,-0.087176888,,,,,,,-0.335139642,,,-0.041391509,1.528087774
2009/1/11 0:00,-0.10884973,-0.021111477,1.478597049,0.154234073,,-0.634393788,-0.736976028,,0.826013608,,0.004820009,0.241152787,,,-0.134387352,,,0.653079253,-0.801198374,,-0.085786802,,-0.718629021,,,,-0.737834214,-0.331797235,-0.736976028,,-0.030608575,1.521943854
2009/1/12 0:00,-0.107309927,-0.023557173,1.493861224,0.154234073,,-0.634393788,-0.726128298,,0.851694623,,0.004820009,0.241152787,,,-0.134387352,,,0.654088844,0.227263,,-0.08071066,,-0.742951537,,,,-0.747298683,-0.328864684,-0.726128298,,-0.007070323,1.543619664
2009/1/13 0:00,-0.13987693,-0.028372413,1.503413139,0.153545927,,-0.634393788,-0.723985536,,0.875855185,,0.004820009,0.241152787,,,-0.134387352,,,0.657370015,0.204365504,,-0.069035533,,-0.770922431,,,,-0.748639483,-0.33640553,-0.723985536,,-0.012169902,1.595432533
2009/1/14 0:00,-0.106382151,-0.029117758,1.512960082,0.152315006,,-0.634393788,-0.720369626,,0.915841615,,0.004820009,0.241152787,,,-0.134387352,,,0.676899463,0.204365504,,-0.057201226,,-0.772118289,,,,-0.757551857,-0.323604061,-0.720369626,,-0.013054975,1.596378003
2009/1/15 0:00,-0.111627463,-0.03092411,1.543590061,0.140949766,,-0.634393788,-0.718092942,,0.98684211,,0.004820009,0.241152787,,,-0.134387352,,,0.686969931,0.20179756,,-0.06842372,,-0.812453128,,,,-0.757551857,-0.313534154,-0.718092942,,0.001415587,1.54171848
2009/1/16 0:00,-0.073054166,-0.03442395,1.54250238,0.139404658,,-0.740480962,-0.714610955,,1.056017559,,0.039850466,0.24327188,,,-0.134387352,,,0.689069139,0.198373636,,-0.070993915,,-0.802947078,,,,-0.743355154,-0.29770017,-0.714610955,,-0.015440966,1.540783432
2009/1/17 0:00,-0.050046143,-0.029809891,1.53341309,0.139528306,,-0.740480962,-0.714610955,,1.110615301,,0.039850466,0.24327188,,,-0.134387352,,,0.691900954,0.198373636,,-0.058581706,,-0.802947078,,,,-0.743355154,-0.313202832,-0.714610955,,-0.016366064,1.532662246
2009/1/18 0:00,-0.042396131,-0.029807343,1.522047641,0.139528306,,-0.769367765,-0.719568364,,1.045004236,-0.105061676,0.009599086,0.258472758,,,0.303571429,,,0.695618457,0.481873512,,-0.046826223,,-0.788228631,,,,-0.752829472,-0.313488759,-0.719568364,,0.001653473,1.349577745
2009/1/19 0:00,-0.070559817,-0.029807343,1.573802079,0.139528306,,-0.769367765,-0.717068035,,1.055062169,-0.105061676,0.009599086,0.258472758,,,0.303571429,,,0.701951661,0.287906854,,-0.052549428,,-0.788250414,,,,-0.75526016,-0.308909242,-0.717068035,,0.004351414,1.352369054
2009/1/20 0:00,-0.029929994,-0.029838706,1.588165001,0.139528306,,-0.769367765,-0.717331228,,1.118416522,-0.110591238,0.009599086,0.258472758,,,0.303571429,,,0.704019646,-0.730881185,,0.03433923,,-0.815282739,,,,-0.75526016,-0.300166528,-0.717331228,,0.051782447,1.370753732
2009/1/21 0:00,-0.072433782,-0.043397335,1.671838795,0.139403768,,-0.769367765,-0.716804843,,1.180684371,-0.110591238,0.009599086,0.258472758,,,0.303571429,,,0.731029106,-0.744112199,,0.035472092,,-0.882721966,,,,-0.656133688,-0.286724927,-0.716804843,,0.068572083,1.429770412
2009/1/22 0:00,-0.082610144,-0.075550784,1.708175745,0.140117891,,-0.769367765,-0.718252402,,1.225237646,-0.110591238,0.035829219,0.258472758,,,0.303571429,,,0.722553081,-0.744112199,,0.038461538,,-0.882721966,,,,-0.644815799,-0.282105263,-0.718252402,,0.102146189,1.435588909
2009/1/23 0:00,-0.07683004,-0.081731673,1.709228705,0.145828286,,-0.769367765,-0.719305172,,1.254033856,-0.110591238,0.035829219,0.251394251,,,0.31547619,,,0.720548299,-0.744112199,,0.03900156,,,,,,-0.644815799,-0.279069767,-0.719305172,,0.110749152,1.353995753
2009/1/24 0:00,-0.053696965,-0.081731673,1.713170493,0.145828286,,-0.769367765,-0.719305172,,1.274867968,-0.110591238,0.035829219,0.251394251,,,0.31547619,,,0.713457824,-0.744112199,,0.042797495,,,,,,-0.644815799,-0.274776691,-0.719305172,,0.209870745,1.340142305
2009/1/25 0:00,-0.107303766,-0.084867022,1.731203139,0.144399942,,-0.748115731,-0.720188902,,1.381794872,-0.110591238,0.012370874,0.224858283,,,0.649253731,,,0.711033951,-0.690064103,,0.044979079,,,,,,-0.622080336,-0.262224145,-0.720188902,,0.165392775,1.405575027
2009/1/26 0:00,-0.107303766,-0.084867022,1.731203139,0.144399942,,-0.748115731,-0.720188902,,1.381794872,-0.11846543,0.012370874,0.224858283,,,0.649253731,,,0.711033951,-0.690064103,,0.044979079,,,,,,-0.622080336,-0.262224145,-0.720188902,,0.193071778,1.405575027
2009/1/27 0:00,-0.107303766,-0.082808803,1.731203139,0.145669822,,-0.748115731,-0.720188902,,1.388282708,-0.11846543,0.012370874,0.224858283,,,0.649253731,,,0.711033951,-0.690064103,,0.044979079,,,,,,-0.622080336,-0.262224145,-0.720188902,,0.26736155,1.405575027
2009/1/28 0:00,-0.086217356,-0.084241349,1.711823559,0.146965569,,-0.748115731,-0.720188902,,1.403865403,-0.11846543,0.012370874,0.224858283,,,0.649253731,,,0.70555057,-0.690064103,,0.061072756,,,,,,-0.622080336,-0.260624458,-0.720188902,,0.267870734,1.400422178
2009/1/29 0:00,-0.063972603,-0.086459126,1.709038702,0.146849464,,-0.748115731,-0.720188902,,1.408820017,-0.11846543,0.012370874,0.224858283,,,0.649253731,,,0.701624249,-0.690064103,,0.021472393,,,,,,-0.622080336,-0.270119863,-0.720188902,,0.312141998,1.395756888
2009/1/30 0:00,-0.040327553,-0.088353116,1.831060668,0.133210778,,-0.748115731,-0.720188902,,1.773679308,-0.11846543,0.012370874,0.224858283,,,0.649253731,,,0.778429373,-0.690064103,,0.074338086,,,,,,-0.622080336,-0.214346712,-0.720188902,,0.299714244,1.798774883
2009/1/31 0:00,-0.050751964,-0.085506285,1.82745672,0.132504228,,-0.748115731,-0.720188902,,1.661876707,-0.11846543,0.012370874,0.224858283,,,0.649253731,,,0.77277926,-0.690064103,,0.083162218,,,,,,-0.622080336,-0.213339034,-0.720188902,,0.318624999,1.797154371
2009/2/1 0:00,0.007270864,-0.085011468,1.82217906,0.127704201,,-0.718783931,-0.720152191,,1.692505718,-0.11846543,-0.048537227,0.224858283,,,0.649253731,,,0.778882938,-0.690064103,,0.087068521,,,,,,-0.626219025,-0.206212252,-0.720152191,,0.329742367,1.802064885
2009/2/2 0:00,0.096423134,-0.097396401,1.829329448,0.127690759,,-0.718783931,-0.720020992,,1.691119754,-0.11846543,-0.048537227,0.224858283,,,0.649253731,,,0.787044121,-0.690064103,,0.106646059,,-0.991419897,,,,-0.632773781,-0.217428818,-0.720020992,,0.342926459,1.820246704
2009/2/3 0:00,0.188136566,-0.096777188,1.857456634,0.129549886,,-0.718783931,-0.718971399,,1.71010069,-0.07841484,-0.048537227,0.224858283,,,0.649253731,,,0.786916603,-0.690064103,,0.113858836,,-0.969265631,,,,-0.633173461,-0.233390854,-0.718971399,,0.430170716,1.829341479
2009/2/4 0:00,0.209193843,-0.079579586,1.861119346,0.129391872,,-0.718783931,-0.718315403,,1.742417847,-0.07841484,-0.048537227,0.224858283,,,0.649253731,,,0.787685232,-0.722115385,,0.110882957,,-0.964909579,,,,-0.633173461,-0.22462203,-0.718315403,,0.426929955,1.808125412
2009/2/5 0:00,0.174979865,-0.07528859,1.883029535,0.122039147,,-0.633728124,-0.718184204,,1.761498343,-0.07841484,-0.048537227,0.224858283,,,0.649253731,,,0.789345938,-0.725641026,,0.12936345,,-0.964909579,,,,-0.633173461,-0.218574514,-0.718184204,,0.471272811,1.82616895
2009/2/6 0:00,0.217747338,-0.084432182,1.891538075,0.11145417,,-0.633728124,-0.717265809,,1.77262606,-0.07841484,0.247842226,0.240814613,,,0.21641791,,,0.819366377,-0.725641026,,0.133983573,,-0.942205306,,,,-0.63381295,-0.214686825,-0.717265809,,0.475957637,1.841884289
2009/2/7 0:00,0.217747338,-0.07875418,1.891538075,0.11145417,,-0.633728124,-0.717265809,,1.77262606,-0.07841484,0.247842226,0.240814613,,,0.21641791,,,0.819366377,-0.725641026,,0.133983573,,-0.942205306,,,,-0.63381295,-0.214686825,-0.717265809,,0.46947329,1.841884289
2009/2/8 0:00,0.217747338,-0.07401303,1.887790756,0.111468142,,-0.633728124,-0.717265809,,2.037719841,-0.07841484,0.118753793,0.240814613,,,0.21641791,,,0.81820503,-0.725641026,,0.135149024,,-0.942205306,,,,-0.63381295,-0.199823944,-0.717265809,,0.478655616,1.728086121
2009/2/9 0:00,0.256580203,-0.078085103,1.906553273,0.111468142,,-0.633728124,-0.716085017,,2.055909728,-0.07841484,0.118753793,0.240814613,,,0.21641791,,,0.844887016,-0.725641026,,0.130524152,,-0.946165354,,,,-0.63381295,-0.202024648,-0.716085017,,0.497264004,1.739626015
2009/2/10 0:00,0.231946139,-0.084374889,1.920857687,0.103703493,,-0.633728124,-0.712149042,,2.091505196,-0.07841484,0.118753793,0.240814613,,,0.21641791,,,0.857270522,-0.725641026,,0.128468654,,-0.963523562,,,,-0.634932054,-0.220510563,-0.712149042,,0.512219851,1.729576101
2009/2/11 0:00,0.19824537,-0.059813283,1.933693677,0.103079938,,-0.633728124,-0.706376279,,2.1081646,-0.079679595,0.118753793,0.240814613,,,0.21641791,,,0.875654283,-0.725641026,,0.127440904,,-0.965283583,,,,-0.633333333,-0.227992958,-0.706376279,,0.52856347,1.73777099
2009/2/12 0:00,0.259488392,-0.067812817,1.944473077,0.102036732,,-0.633728124,-0.701915508,,2.109963688,-0.079679595,0.118753793,0.240814613,,,0.21641791,,,0.887910124,-0.725641026,,0.142343268,,-0.950455405,,,,-0.63501199,-0.232394366,-0.701915508,,0.500311341,1.736504507
2009/2/13 0:00,0.359636594,-0.067554186,1.943279061,0.102032548,,-0.682163691,-0.695749147,,2.163372941,-0.079679595,0.238160024,0.219189586,,,0.171641791,,,0.907739621,-0.725641026,,0.175209205,,-0.940335284,,,,-0.627258193,-0.222907489,-0.695749147,,0.540379515,1.72268777
2009/2/14 0:00,0.10772836,-0.071116463,1.948634255,0.101340287,,-0.682163691,-0.695749147,,2.216356899,-0.138176076,0.238160024,0.219189586,,,0.171641791,,,0.909452353,-0.725641026,,0.178290509,,-0.940335284,,,,-0.627258193,-0.228346457,-0.695749147,,0.558518473,1.711657029
2009/2/15 0:00,0.075218026,-0.071116463,1.934637527,0.106051624,,-0.644242184,-0.701659591,,2.216758702,-0.138176076,0.238154388,0.063747939,,,0.171641791,,,0.907739621,-0.66031746,,0.19204244,,-0.940332659,,,,-0.630067434,-0.227670753,-0.701659591,,0.537601764,1.680635859
2009/2/16 0:00,0.048714043,-0.071116463,1.952865872,0.106102246,,-0.644242184,-0.699858484,,2.258875419,-0.138176076,0.238154388,0.063747939,,,0.171641791,,,0.930676576,-0.701190476,,0.190981432,,-0.940332659,,,,-0.617374058,-0.235989492,-0.699858484,,0.535784911,1.699394142
2009/2/17 0:00,0.022198959,-0.075200308,1.966423768,0.106102246,,-0.644242184,-0.698443329,,2.30469114,-0.138176076,0.238154388,0.063747939,,,0.171641791,,,0.942849821,-0.701190476,,0.186737401,,-0.984093109,,,,-0.614200714,-0.219789842,-0.698443329,,0.494699724,1.729788969
2009/2/18 0:00,-0.045765894,-0.068039946,2.110393012,0.108660305,,-0.644242184,-0.698057378,,2.422327757,-0.138176076,0.238154388,0.063747939,,,0.171641791,,,0.94502551,-0.740873016,,0.191035219,,-0.984093109,,,,-0.614200714,-0.218958611,-0.698057378,,0.478525628,1.693570025
2009/2/19 0:00,-0.019909832,-0.068100905,2.142477602,0.109972137,,-0.644242184,-0.698057378,,2.506524175,-0.138176076,0.238154388,0.063747939,,,0.171641791,,,0.956134774,-0.740873016,,0.201295197,,-0.984093109,,,,-0.606426021,-0.196240257,-0.698057378,,0.508023932,1.690253093
2009/2/20 0:00,0.013817815,-0.068100905,2.164895403,0.109972137,,-0.644242184,-0.697542776,,2.658708752,-0.138176076,0.379029733,0.088294559,,,0.320895522,,,0.963525836,-0.740873016,,0.21671159,,-0.984093109,,,,-0.606426021,-0.188109614,-0.697542776,,0.503441618,1.689309972
2009/2/21 0:00,-0.022073712,-0.063341452,2.165760257,0.18188167,,-0.644242184,-0.697542776,,2.709893553,-0.108615762,0.379029733,0.088294559,,,0.320895522,,,0.944806824,-0.740873016,,0.231314785,,-0.984093109,,,,-0.606426021,-0.18317757,-0.697542776,,0.523670072,1.650877807
2009/2/22 0:00,-0.034134852,-0.063341452,2.161475219,0.172120782,,-0.644242184,-0.701308601,,2.425668695,-0.108615762,0.215455452,0.063361375,,,0.320895522,,,0.939697235,-0.692271442,,0.257381616,,-0.984119663,,,,-0.595152603,-0.186598418,-0.701308601,,0.566424731,1.53310164
2009/2/23 0:00,-0.057823336,-0.066437361,2.172683745,0.173397021,,-0.644242184,-0.700800407,,2.422843672,-0.125357289,0.215455452,0.063361375,,,0.320895522,,,0.970474165,-0.692271442,,0.264623955,,-0.984119663,,,,-0.575567162,-0.189855747,-0.700800407,,0.542457798,1.50629532
2009/2/24 0:00,-0.079722583,-0.062219203,2.185560402,0.180345743,,-0.644242184,-0.70524711,,2.432379396,-0.125357289,0.215455452,0.063361375,,,0.320895522,,,1.003753284,-0.692271442,,0.291364903,,-0.984119663,,,,-0.581606006,-0.193578409,-0.70524711,,0.459906269,1.512269729
2009/2/25 0:00,-0.062424971,-0.065338914,2.19699116,0.189044094,,-0.644242184,-0.706517596,,2.299446914,-0.125357289,0.215455452,0.063361375,,,0.320895522,,,1.02963982,-0.692271442,,0.303114572,,-0.985042172,,,,-0.582585278,-0.180129991,-0.706517596,,0.482043078,1.509605614
2009/2/26 0:00,-0.077679059,-0.071749432,2.217171552,0.21063939,,-0.644242184,-0.705755304,,2.29091164,-0.125357289,0.215455452,0.063361375,,,0.320895522,,,1.050610601,-0.692271442,,0.314159292,,-0.985042172,,,,-0.576056798,-0.163911195,-0.705755304,,0.444297555,1.560410979
2009/2/27 0:00,-0.054804588,-0.079396846,2.225585903,0.181039475,,-0.64265928,-0.707025791,,2.32837375,-0.125357289,0.262176821,0.061571505,,,0.104477612,,,1.067456815,-0.692271442,,0.333333333,,-0.985042172,,,,-0.576056798,-0.126419753,-0.707025791,,0.439367224,1.528559767
2009/2/28 0:00,-0.063037678,-0.080168584,2.229116254,0.171457149,,-0.64265928,-0.707025791,,2.364820791,-0.055971794,0.262176821,0.061571505,,,0.104477612,,,1.055277012,-0.692271442,,0.326754386,,-0.985042172,,,,-0.576056798,-0.131139489,-0.707025791,,0.415901588,1.526855117
2009/3/1 0:00,-0.057632984,-0.080826118,2.218510004,0.16953223,,-0.64265928,-0.721329305,,2.41776319,-0.086822389,0.25282184,0.074067367,,,0.104477612,,,1.055019426,-0.465630115,,0.322404372,,-0.984408627,,,,-0.586055777,-0.1155,-0.721329305,,0.413177316,1.551278648
2009/3/2 0:00,-0.080171435,-0.080833893,2.235593325,0.16953223,,-0.64265928,-0.721812689,,2.385402937,-0.086822389,0.25282184,0.074067367,,,0.104477612,,,1.059656599,-0.465630115,,0.321857923,,-0.981844407,,,,-0.589243028,-0.1195,-0.721812689,,0.272259403,1.54191256
2009/3/3 0:00,-0.017483011,-0.07654842,2.253930387,0.179471424,,-0.64265928,-0.728833629,,2.398546131,-0.086822389,0.25282184,0.074067367,,,0.104477612,,,1.082872233,-0.465630115,,0.325695581,,-0.981490559,,,,-0.606772908,-0.090094574,-0.728833629,,0.29499198,1.543232003
2009/3/4 0:00,-0.069086505,-0.067740409,2.261276415,0.171325056,,-0.64265928,-0.736007463,,2.406460839,-0.086822389,0.25282184,0.074067367,,,0.104477612,,,1.086359052,-0.465630115,,0.296256104,,-0.981054995,,,,-0.606772908,-0.065085772,-0.736007463,,0.26600851,1.523525314
2009/3/5 0:00,-0.058232353,-0.071969363,2.264842196,0.168255164,,-0.64265928,-0.734035169,,2.431520406,-0.086822389,0.25282184,0.074067367,,,0.104477612,,,1.08698941,-0.400163666,,0.289117488,,-0.961942759,,,,-0.614183267,-0.050958628,-0.734035169,,0.227878132,1.523313014
2009/3/6 0:00,-0.021687884,-0.068514779,2.277004761,0.170983507,,-0.706766917,-0.737667652,,2.459179763,-0.086822389,0.264989713,0.097428468,,,0.343283582,,,1.087433762,-0.160366552,,0.308278867,,-0.963670779,,,,-0.610996016,-0.088664987,-0.737667652,,0.198746684,1.516610954
2009/3/7 0:00,-0.031136996,-0.076881903,2.253411158,0.170285815,,-0.738624339,-0.74171889,,2.431614452,-0.086822389,0.364831577,0.082722887,,,0.343283582,,,1.092185129,-0.160366552,,0.304017372,,-0.963842295,,,,-0.643519533,-0.081725888,-0.74171889,,0.186548464,1.360270593
2009/3/8 0:00,-0.031136996,-0.076881903,2.253411158,0.170285815,,-0.738624339,-0.74171889,,2.431614452,-0.086822389,0.364831577,0.082722887,,,0.343283582,,,1.092185129,-0.160366552,,0.304017372,,-0.963842295,,,,-0.643519533,-0.081725888,-0.74171889,,0.160382104,1.360270593
2009/3/9 0:00,-0.06951717,-0.08057709,2.259126807,0.171592786,,-0.738624339,-0.744628469,,2.411713449,-0.086822389,0.364831577,0.082722887,,,0.343283582,,,1.099898837,-0.160366552,,0.30781759,,-0.963842295,,,,-0.632858708,-0.07715736,-0.744628469,,0.035479719,1.363964589
2009/3/10 0:00,-0.085868384,-0.079824189,2.273200202,0.171577,,-0.738624339,-0.747399867,,2.422143915,-0.054649625,0.364831577,0.082722887,,,0.343283582,,,1.100519053,-0.160366552,,0.302388708,,-0.96383737,,,,-0.629937934,-0.076805697,-0.747399867,,0.044971956,1.343724459
2009/3/11 0:00,-0.03005681,-0.083444096,2.245893657,0.172790781,,-0.738624339,-0.752053444,,2.394877142,0.003743566,0.364831577,0.082722887,,,0.343283582,,,1.113916022,-0.47766323,,0.289274106,,-0.962925965,,,,-0.507265425,-0.073979592,-0.752053444,,0.032583336,1.343619678
2009/3/12 0:00,-0.031885839,-0.082585061,2.210192313,0.173054406,,-0.738624339,-0.755478412,,2.441135546,0.003743566,0.364831577,0.082722887,,,0.343283582,,,1.114089696,-0.47766323,,0.27843987,,-0.965196268,,,,-0.496531581,-0.050127877,-0.755478412,,-0.004165024,1.35217244
2009/3/13 0:00,0.005764002,-0.080515073,2.209371352,0.159943165,,-0.738624339,-0.75760497,,2.422254298,0.003743566,0.323713909,0.123994997,,,0.776119403,,,1.114729077,-0.47766323,,0.277506775,,-0.949952347,,,,-0.532238043,-0.020460358,-0.75760497,,0.00371443,1.338219768
2009/3/14 0:00,-0.020024402,-0.080515073,2.099432906,0.159258423,,-0.734551316,-0.760782241,,2.308099105,0.003743566,0.338177097,0.114635011,,,0.859375,,,1.120663265,-0.47766323,,0.270619946,,-0.949952347,,,,-0.531279725,-0.015424165,-0.760782241,,-0.015863465,1.306227162
2009/3/15 0:00,-0.020024402,-0.080515073,2.099432906,0.159258423,,-0.734551316,-0.760782241,,2.308099105,0.003743566,0.338177097,0.114635011,,,0.859375,,,1.120663265,-0.47766323,,0.270619946,,-0.949952347,,,,-0.531279725,-0.015424165,-0.760782241,,-0.026314816,1.306227162
2009/3/16 0:00,-0.048237538,-0.078981908,2.106107976,0.160575634,,-0.734551316,-0.758245243,,2.300286577,0.003743566,0.338177097,0.114635011,,,0.859375,,,1.125892857,-0.47766323,,0.275471698,,-0.958506706,,,,-0.526889588,-0.010282776,-0.758245243,,-0.134871857,1.301487526
2009/3/17 0:00,-0.06560467,-0.082112614,2.07757581,0.160417569,,-0.734551316,-0.776906181,,2.301899507,0.003743566,0.338177097,0.114635011,,,0.859375,,,1.142747408,-0.432880845,,0.267310789,,-0.975331107,,,,-0.528352967,0.068300313,-0.776906181,,-0.1471993,1.341877194
2009/3/18 0:00,-0.05366391,-0.082894701,2.122635313,0.166766527,,-0.734551316,-0.781692324,,2.323829426,0.003743566,0.338177097,0.114635011,,,0.859375,,,1.142240832,-0.432880845,,0.293676313,,-0.973112589,,,,-0.528352967,0.082683307,-0.781692324,,-0.142882967,1.347063923
2009/3/19 0:00,-0.039909328,-0.07892186,2.105377873,0.166075009,,-0.734551316,-0.783256292,,2.331869078,0.003743566,0.338177097,0.114635011,,,0.859375,,,1.139631685,-0.432880845,,0.286937901,,-0.97298529,,,,-0.528352967,0.100262467,-0.783256292,,-0.156493185,1.339745555
2009/3/20 0:00,-0.041294189,-0.076486971,2.104032684,0.166715528,,-0.746372918,-0.783107831,,2.411265576,-0.015910154,0.32400776,0.152197023,,,-0.7578125,,,1.125768796,-0.432880845,,0.285714286,,-0.977993248,,,,-0.532230921,0.135978836,-0.783107831,,-0.147995085,1.33522771
2009/3/21 0:00,-0.047731143,-0.076486971,2.096919714,0.166715528,,-0.733684409,-0.783396458,,2.339074083,-0.015910154,0.351060529,0.105764326,,,-0.354166667,,,1.125768796,-0.432880845,,0.285714286,,-0.97799269,,,,-0.496693434,0.135978836,-0.783396458,,-0.157890605,1.265467858
2009/3/22 0:00,-0.040535544,-0.076486971,2.096919714,0.166715528,,-0.733684409,-0.783396458,,2.339074083,-0.015910154,0.351060529,0.105764326,,,-0.354166667,,,1.125768796,-0.432880845,,0.285714286,,-0.97799269,,,,-0.496693434,0.135978836,-0.783396458,,-0.149470556,1.265467858
2009/3/23 0:00,-0.039653422,-0.079523924,2.102137573,0.167487678,,-0.733684409,-0.783498823,,2.354279676,-0.015910154,0.351060529,0.105764326,,,-0.354166667,,,1.122003263,-0.440422323,,0.259497057,,-0.980505635,,,,-0.587072902,0.132275132,-0.783498823,,-0.124219696,1.286284357
2009/3/24 0:00,-0.043293264,-0.08175662,2.097146114,0.174060304,,-0.733684409,-0.784965924,,2.333472889,-0.015910154,0.351060529,0.105764326,,,-0.354166667,,,1.145349567,-0.440422323,,0.261637239,,-0.980505635,,,,-0.587072902,0.13015873,-0.784965924,,-0.168655332,1.290013799
2009/3/25 0:00,-0.037760479,-0.074616231,2.093576072,0.163531016,,-0.733684409,-0.786657189,,2.360077654,-0.015910154,0.351060529,0.105764326,,,-0.354166667,,,1.184452564,-0.440422323,,0.277955272,,-0.980502171,,,,-0.592347662,0.15501355,-0.786657189,,-0.180638409,1.280062232
2009/3/26 0:00,-0.037476483,-0.071712805,2.100215477,0.171786406,,-0.733684409,-0.787970711,,2.407469188,-0.015910154,0.351060529,0.105764326,,,-0.354166667,,,1.164134865,-0.440422323,,0.284957627,,-0.980496229,,,,-0.592347662,0.189204229,-0.787970711,,-0.201783961,1.249738703
2009/3/27 0:00,0.000560977,-0.074076046,2.112952888,0.161571937,,-0.795373331,-0.78828496,,2.409039835,-0.015910154,0.346741587,0.146743751,,,,,,1.150085137,-0.440422323,,0.269492412,,-0.980496229,,,,-0.584474886,0.182866557,-0.78828496,,-0.211362548,1.246489984
2009/3/28 0:00,0.021450603,-0.069746653,2.12111714,0.161454723,,-0.795373331,-0.787319763,,2.681560458,-0.015910154,0.364522262,0.11840796,,,,,,1.121699472,-0.440422323,,0.256343863,,-0.980539226,,,,-0.50626754,0.182866557,-0.787319763,,-0.207213528,1.38549249
2009/3/29 0:00,0.021450603,-0.069746653,2.12111714,0.161454723,,-0.795373331,-0.787319763,,2.681560458,-0.015910154,0.364522262,0.11840796,,,,,,1.121699472,-0.440422323,,0.256343863,,-0.980539226,,,,-0.50626754,0.182866557,-0.787319763,,-0.133563482,1.38549249
2009/3/30 0:00,-0.002175796,-0.069819942,2.126043341,0.162673232,,-0.795373331,-0.787531807,,2.686557958,-0.060832943,0.364522262,0.11840796,,,,,,1.142222756,-0.440422323,,0.277058519,,-0.980539226,,,,-0.515622077,0.183415706,-0.787531807,,-0.15644698,1.383700318
2009/3/31 0:00,0.012394966,-0.077184035,2.116826323,0.162664856,,-0.795373331,-0.791330751,,2.748425727,-0.104417671,0.364522262,0.11840796,,,,,,1.139694381,-0.440422323,,0.264525994,,-0.980534293,,,,-0.515622077,0.167573449,-0.791330751,,-0.175657166,1.389727665
2009/4/1 0:00,0.011071295,-0.086688325,2.12409457,0.112933993,,-0.795373331,-0.792514154,,2.789504324,-0.104417671,0.364522262,0.11840796,,,,,,1.137820131,-0.440422323,,0.249366447,,-0.980336935,,,,-0.515622077,0.211666667,-0.792514154,,-0.237928308,1.392697098
2009/4/2 0:00,0.059644793,-0.10259973,2.126398747,0.109056017,,-0.795373331,-0.794563513,,2.807642119,-0.104417671,0.364522262,0.11840796,,,,,,1.144068809,-0.440422323,,0.244433198,,-0.980385146,,,,-0.515622077,0.23192436,-0.794563513,,-0.26443795,1.425816014
2009/4/3 0:00,0.037053832,-0.11585096,2.107705279,0.11463552,,-0.964760254,-0.798597504,,2.807587326,-0.104417671,0.304602448,0.129187396,,,,,,1.144068809,-0.440422323,,0.244433198,,-0.980478381,,,,-0.494877549,0.23192436,-0.798597504,,-0.275866906,1.485598967
2009/4/4 0:00,0.026098562,-0.122872005,2.110739065,0.11463552,,-0.964760254,-0.798597504,,2.729125249,-0.104417671,0.304602448,0.119165023,,,,,,1.155915916,-0.440422323,,0.225822532,,-0.980478381,,,,-0.494877549,0.234671126,-0.798597504,,-0.279021905,1.434273578
2009/4/5 0:00,0.026098562,-0.122872005,2.110739065,0.11463552,,-0.964760254,-0.798597504,,2.729125249,-0.104417671,0.304602448,0.119165023,,,,,,1.155915916,-0.440422323,,0.225822532,,-0.980478381,,,,-0.494877549,0.234671126,-0.798597504,,-0.28865592,1.434273578
