,A,AG,AL,AU,BU,C,CF,CS,CU,FG,HC,I,J,JM,L,M,MA,NI,OI,P,PB,PP,PTA,PVC,RB,RM,RU,SN,SR,Y,ZC,ZN
2014/9/30 0:00,0.385846817,0.028268387,-0.128840474,0.336542843,,-0.170174158,0.425,,-0.673763734,0.149084249,-0.313135583,0.530347021,0.072585872,,-0.579054842,0.171331637,2.617117117,0.574924359,532.047619,-0.214610547,-0.088736615,,-0.240982547,,-0.150009197,,0.195544062,-0.359299292,0.425,0.388767401,0.158518394,-0.249456452
2014/10/1 0:00,0.385846817,0.025442334,-0.128985442,0.340092362,,-0.170174158,0.425,,-0.671677251,0.149084249,-0.313135583,0.530347021,0.072585872,,-0.579054842,0.171331637,2.617117117,0.578712269,532.047619,-0.214610547,-0.086486176,,-0.240982547,,-0.150009197,,0.195544062,-0.367069486,0.425,0.388767401,0.158839326,-0.288948213
2014/10/2 0:00,0.385846817,0.022363605,-0.130323426,0.333539612,,-0.170174158,0.425,,-0.672284333,0.149084249,-0.313135583,0.530347021,0.072585872,,-0.579054842,0.171331637,2.617117117,0.580196399,532.047619,-0.214610547,-0.085346571,,-0.240982547,,-0.150009197,,0.195544062,-0.353164077,0.425,0.388767401,0.158147052,-0.28769709
2014/10/3 0:00,0.385846817,0.018858825,-0.130265707,0.332628569,,-0.170174158,0.425,,-0.672531885,0.149084249,-0.252368284,0.530347021,0.072585872,,-0.579054842,0.171331637,2.617117117,0.599582375,532.047619,-0.214610547,-0.084056793,,-0.240982547,,-0.110780396,,0.195544062,-0.296127563,0.425,0.388767401,0.153789951,-0.287929255
2014/10/4 0:00,0.385846817,0.02102591,-0.129351215,0.339577059,,-0.170174158,0.425,,-0.670234724,0.149084249,-0.287599507,0.530347021,0.072585872,,-0.579054842,0.171331637,2.617117117,0.595617898,532.047619,-0.214610547,-0.082588949,,-0.240982547,,-0.139486715,,0.195544062,-0.29746116,0.425,0.388767401,0.156858999,-0.286861909
2014/10/5 0:00,0.385846817,0.02102591,-0.129351215,0.339577059,,-0.170174158,0.425,,-0.670234724,0.149084249,-0.287599507,0.530347021,0.072585872,,-0.579054842,0.171331637,2.617117117,0.595617898,532.047619,-0.214610547,-0.082588949,,-0.240982547,,-0.139486715,,0.195544062,-0.29746116,0.425,0.388767401,0.172171338,-0.286861909
2014/10/6 0:00,0.385846817,0.024087299,-0.131184294,0.344545601,,-0.185783244,0.425,,-0.671076543,0.149084249,-0.287599507,0.530347021,0.072585872,,-0.579054842,0.171331637,2.617117117,0.601023018,532.047619,-0.214610547,-0.082829332,,-0.240982547,,-0.139486715,,0.195544062,-0.29746116,0.425,0.388767401,0.16298435,-0.28938284
2014/10/7 0:00,0.385846817,0.028900648,-0.131034516,0.335760238,,-0.089893179,0.425,,-0.669468414,0.149084249,-0.287599507,0.530347021,0.072585872,,-0.579054842,0.171331637,2.617117117,0.598083605,532.047619,-0.214610547,-0.081437418,,-0.240982547,,-0.139486715,,0.195544062,-0.29746116,0.425,0.388767401,0.172350623,-0.289216964
2014/10/8 0:00,0.543270008,0.027968798,-0.132279652,0.339905578,,-0.089893179,0.425,,-0.665995492,0.138243832,-0.287599507,0.530347021,0.072585872,,-0.579054842,0.171331637,2.617117117,0.598353108,532.047619,-0.221967049,-0.079140465,,-0.240982547,,-0.139486715,,0.189271955,-0.300114987,0.425,0.338743861,0.149095703,-0.293566499
2014/10/9 0:00,0.53980924,0.034673776,-0.132728279,0.320366098,,-0.089893179,0.425,,-0.666708457,0.138243832,-0.287599507,0.530347021,0.072585872,,-0.593640607,0.171331637,2.711711712,0.592932862,522.5238095,-0.221967049,-0.077678042,,-0.240982547,,-0.139486715,,0.189930898,-0.281262174,0.425,0.337361219,0.182708009,-0.2917508
2014/10/10 0:00,0.527582196,0.035032502,-0.133411293,0.304716525,,-0.089893179,0.25,,-0.66662646,0.152394775,-0.299469295,0.500207383,-0.015878159,,-0.453864353,0.171331637,2.942583732,0.603233244,515,-0.221967049,-0.076921588,,-0.210143953,,-0.151849574,,0.165703087,-0.282820413,0.25,0.335292601,0.186974196,-0.291313873
2014/10/11 0:00,0.486977333,0.03596305,-0.132628362,0.306533243,,-0.074488234,0.19047619,,-0.664532734,0.154489277,-0.29591618,0.418060638,-0.015878159,,-0.284607438,0.171331637,2.942583732,0.604115874,515,-0.241774779,-0.079292035,,-0.20187602,,-0.135653034,,0.163992172,-0.28254092,0.19047619,0.333917074,0.188186723,-0.288362459
2014/10/12 0:00,0.504311307,0.03596305,-0.132628362,0.306533243,,-0.074488234,0.19047619,,-0.664532734,0.154489277,-0.29591618,0.418060638,0.041495199,,-0.284607438,-0.017472434,2.942583732,0.604115874,515,-0.241774779,-0.079292035,,-0.20187602,,-0.135653034,,0.163992172,-0.28254092,0.19047619,0.333917074,0.192251939,-0.288362459
2014/10/13 0:00,0.577013385,0.038725993,-0.13423556,0.306070959,,-0.096666593,0.19047619,,-0.662685551,0.154489277,-0.29591618,0.418060638,0.041495199,,-0.286673554,1.153159851,2.942583732,0.609490104,510.047619,-0.276543851,-0.077039421,,-0.20187602,,-0.135653034,,0.140410959,-0.289555729,0.19047619,0.347360288,0.187774188,-0.28876504
2014/10/14 0:00,0.556172828,0.035655616,-0.13546346,0.307312225,,-0.076177731,0.1,,-0.660163174,0.154489277,-0.29591618,0.418060638,0.041495199,,-0.286673554,1.153159851,2.942583732,0.63511346,508.1428571,-0.244887917,-0.070233086,,-0.202147906,,-0.135653034,,0.126138478,-0.291079812,0.1,0.404470463,0.171956347,-0.284273647
2014/10/15 0:00,0.522099347,0.029757589,-0.141889786,0.310246052,,-0.074708649,0.267857143,,-0.643214694,0.154489277,-0.29591618,0.418060638,0.041495199,,-0.143500644,1.153159851,2.942583732,0.641423693,507.6666667,-0.244887917,-0.062601393,,-0.202147906,,-0.135653034,,0.126594701,-0.283646322,0.267857143,0.402231668,0.15302361,-0.280565667
2014/10/16 0:00,0.502882453,0.031839456,-0.143709357,0.320009216,,-0.074708649,0.065789474,,-0.629813037,0.154489277,-0.29591618,0.418060638,0.041495199,,-0.198841699,1.153159851,2.784688995,0.640915782,506.2380952,-0.244887917,-0.060042638,,-0.230396014,,-0.135653034,,0.131211943,-0.283646322,0.065789474,0.402018056,0.160255767,-0.32166841
2014/10/17 0:00,0.516331144,0.01681128,-0.158204668,0.303903856,,-0.077642157,0.012345679,,-0.627848553,0.165030898,-0.314442195,0.392838474,-0.004801097,,-0.216981132,1.153159851,2.784688995,0.633909456,506.2380952,-0.256314926,-0.060477041,,-0.230396014,,-0.207701187,,0.13467416,-0.287543655,0.012345679,0.402659574,0.168797771,-0.326194098
2014/10/18 0:00,0.51117227,0.023896196,-0.156899045,0.282823139,,-0.077642157,-0.068181818,,-0.624266805,0.164184526,-0.304992275,0.377536513,0.022911526,,-0.216981132,1.153159851,2.784688995,0.632290037,10651,-0.244627089,-0.059862174,,-0.231202515,,-0.172679214,,0.137028255,-0.290297642,-0.068181818,0.40565032,0.180767126,-0.321914692
2014/10/19 0:00,0.475557672,0.023896196,-0.156899045,0.282823139,,-0.077642157,-0.068181818,,-0.624266805,0.164184526,-0.304992275,0.377536513,0.022911526,,-0.216981132,0.903345725,2.784688995,0.632290037,10651,-0.244627089,-0.059862174,,-0.231202515,,-0.172679214,,0.137028255,-0.290297642,-0.068181818,0.40565032,0.169968201,-0.321914692
2014/10/20 0:00,0.45399248,0.021267866,-0.159115386,0.270993293,,-0.073113069,0.897727273,,-0.624905938,0.164184526,-0.304992275,0.377536513,0.022911526,,-0.261006289,1.250549451,2.784688995,0.636697966,10651,-0.244627089,-0.061658628,,-0.231202515,,-0.172679214,,0.158565501,-0.292230383,0.897727273,0.392324094,0.179550252,-0.324296353
2014/10/21 0:00,0.459650841,0.019718013,-0.160034974,0.250535386,,-0.057532985,1.008695652,,-0.625249408,0.164184526,-0.304992275,0.377536513,0.022911526,,-0.267295597,1.250549451,2.784688995,0.634321373,10651,-0.263152029,-0.066066135,,-0.227864755,,-0.172679214,,0.170040486,-0.29631053,1.008695652,0.385902157,0.195360143,-0.324865732
2014/10/22 0:00,0.48427881,0.019339332,-0.161591377,0.250325978,,-0.057532985,1.087301587,,-0.622708693,0.164184526,-0.304992275,0.377536513,0.022911526,,-0.273584906,1.250549451,2.784688995,0.628693624,10621,-0.263152029,-0.067213377,,-0.224702774,,-0.172679214,,0.166584524,-0.299004594,1.087301587,0.396613757,0.206533455,-0.32954815
2014/10/23 0:00,0.445519024,0.01497016,-0.163014815,0.199977648,,-0.057532985,1.125,,-0.624239964,0.164184526,-0.304992275,0.377536513,0.022911526,,0.146464646,1.250549451,2.909090909,0.629876185,10621,-0.263152029,-0.065992257,,-0.214744447,,-0.172679214,,0.182311181,-0.299004594,1.125,0.398941239,0.206542767,-0.329887476
2014/10/24 0:00,0.225728657,0.024480711,-0.164073678,0.205324906,,-0.057532985,1.474820144,,-0.618696829,0.17980385,-0.323652955,0.367584335,-0.011632006,,0.146464646,1.250549451,2.909090909,0.615368842,10601,-0.31275078,-0.065391418,,-0.214323963,,-0.231363973,,0.20055325,-0.305491991,1.474820144,0.398411858,0.180465028,-0.332252189
2014/10/25 0:00,0.205719343,0.0225554,-0.164073678,0.205324906,,-0.057532985,1.308724832,,-0.615347712,0.172563177,-0.316341719,0.316699851,-0.060636516,,0.181061394,1.250549451,2.909090909,0.607171091,10601,-0.341555876,-0.062011834,,-0.210094213,,-0.209572886,,0.202811046,-0.305491991,1.308724832,0.38593914,0.179273788,-0.330958759
2014/10/26 0:00,0.097190905,0.0225554,-0.164073678,0.205324906,,-0.057532985,1.308724832,,-0.615347712,0.172563177,-0.316341719,0.316699851,-0.060636516,,0.181061394,1.31956044,2.909090909,0.607171091,10601,-0.341555876,-0.062011834,,-0.210094213,,-0.209572886,,0.202811046,-0.305491991,1.308724832,0.38593914,0.180087926,-0.330958759
2014/10/27 0:00,0.116343406,0.017251938,-0.167029189,0.19649424,,-0.062138203,1.751677852,,-0.618777579,0.172563177,-0.316341719,0.316699851,-0.060636516,,0.181061394,0.228637951,2.909090909,0.607553617,7.504239255,-0.381600726,-0.062915845,,-0.210094213,,-0.209572886,,0.198059982,-0.305491991,1.751677852,0.376075551,0.1782313,-0.333633161
2014/10/28 0:00,0.114130754,0.018801201,-0.168823058,0.196577581,,-0.099263584,2.018181818,,-0.614955125,0.172563177,-0.316341719,0.316699851,-0.060636516,,0.980802792,0.228637951,2.909090909,0.612297007,7.504239255,-0.413651737,-0.068481829,,-0.20344734,,-0.209572886,,0.193934005,-0.29366306,2.018181818,0.29636273,0.186222294,-0.335373208
2014/10/29 0:00,0.100669349,0.018729076,-0.169239819,0.187272204,,-0.099263584,1.813829787,,-0.611226916,0.172563177,-0.316341719,0.316699851,-0.060636516,,2.445512821,0.228637951,2.909090909,0.626389672,7.504239255,-0.413651737,-0.06996815,,-0.212531866,,-0.209572886,,0.21204163,-0.293410853,1.813829787,0.312209889,0.195036244,-0.337663407
2014/10/30 0:00,0.101480233,0.014215891,-0.165850196,0.173807738,,-0.098609753,2.005181347,,-0.611628034,0.172563177,-0.316341719,0.316699851,-0.060636516,,2.445512821,0.228637951,2.985645933,0.611095637,7.504239255,-0.413651737,-0.066448709,,-0.201387944,,-0.209572886,,0.225687001,-0.281892206,2.005181347,0.313218971,0.193526429,-0.341748504
2014/10/31 0:00,0.128420584,0.009519906,-0.165737087,0.183784311,,-0.098609753,2.181818182,,-0.61408311,0.173443685,-0.332251531,0.333748133,-0.148073702,,2.253205128,0.228637951,3.502702703,0.613976159,7.499860715,-0.405683099,-0.068220068,,-0.197785675,,-0.250212495,,0.225928808,-0.283553142,2.181818182,0.302119072,0.18769421,-0.340761088
2014/11/1 0:00,0.138488786,0.006515344,-0.164688824,0.183768378,,-0.093840938,2.181818182,,-0.614114369,0.173443685,-0.318176155,0.34529936,-0.138841856,,2.253205128,0.228637951,3.502702703,0.61019426,7.499860715,-0.390983564,-0.069055075,,-0.197785675,,-0.225115751,,0.229636133,-0.28020265,2.181818182,0.303434343,0.177944417,-0.338902354
2014/11/2 0:00,0.127276323,0.006515344,-0.164688824,0.183768378,,-0.093840938,2.181818182,,-0.614114369,0.173443685,-0.318176155,0.34529936,-0.138841856,,2.253205128,0.144819558,3.502702703,0.61019426,7.499860715,-0.390983564,-0.069055075,,-0.197785675,,-0.225115751,,0.229636133,-0.28020265,2.181818182,0.303434343,0.175925852,-0.338902354
2014/11/3 0:00,0.109386426,0.00574979,-0.165912882,0.183768378,,0.03964546,2.505050505,,-0.618568939,0.173443685,-0.318176155,0.34529936,-0.138841856,,1.676282051,0.10993228,3.502702703,0.618055381,7.495317891,-0.387832799,-0.069465671,,-0.197785675,,-0.225115751,,0.235586772,-0.190568979,2.505050505,0.295353535,0.180232425,-0.342102251
2014/11/4 0:00,0.132937588,0.003545704,-0.16775911,0.138641222,,0.03964546,2.54040404,,-0.619113848,0.173443685,-0.318176155,0.34529936,-0.138841856,,1.599358974,0.10993228,3.502702703,0.617292023,7.481246563,-0.375538445,-0.072224554,,-0.212214765,,-0.225115751,,0.22424007,-0.157615353,2.54040404,0.271591472,0.204403894,-0.344898375
2014/11/5 0:00,0.115828241,0.007327518,-0.16396264,0.132403431,,0.03964546,2.631313131,,-0.621218245,0.173443685,-0.318176155,0.34529936,-0.138841856,,1.599358974,0.10993228,3.502702703,0.608031405,7.481246563,-0.375538445,-0.079178075,,-0.159060403,,-0.225115751,,0.225822144,-0.152640264,2.631313131,0.279840319,0.199647753,-0.335456981
2014/11/6 0:00,0.109675006,0.006971219,-0.162020818,0.134798094,,0.03964546,2.653061224,,-0.622629591,0.173443685,-0.318176155,0.34529936,-0.138841856,,1.086538462,0.10993228,3.572972973,0.609831144,7.481246563,-0.375538445,-0.087601302,,-0.159060403,,-0.225115751,,0.206487113,-0.152640264,2.653061224,0.286187845,0.20571094,-0.337639431
2014/11/7 0:00,0.114423146,0.007518909,-0.162253286,0.150116221,,0.03964546,2.676923077,,-0.625002687,0.175962576,-0.326348574,0.33350069,-0.192008127,,0.557692308,0.10993228,2.584745763,0.610686832,7.475039464,-0.375538445,-0.096936704,,-0.145526459,,-0.245063412,,0.199980706,-0.15470297,2.676923077,0.293481556,0.191086676,-0.339123901
2014/11/8 0:00,0.098976727,0.009208204,-0.161824488,0.150100676,,0.03964546,2.532019704,,-0.62372228,0.170906485,-0.322754371,0.29308666,-0.195820694,,0.557692308,0.10993228,2.584745763,0.612779888,7.475039464,-0.381136606,-0.097303212,,-0.282524049,,-0.218164244,,0.201835749,-0.151201326,2.532019704,0.281822734,0.203697271,-0.337587272
2014/11/9 0:00,0.121674947,0.009208204,-0.161824488,0.150100676,,0.03964546,2.532019704,,-0.62372228,0.170906485,-0.322754371,0.29308666,-0.195820694,,0.557692308,-0.031602709,2.584745763,0.612779888,8.189320076,-0.381136606,-0.097303212,,-0.282524049,,-0.218164244,,0.201835749,-0.151201326,2.532019704,0.281822734,0.188004622,-0.337587272
2014/11/10 0:00,0.121551004,0.008662708,-0.163143515,0.152334502,,0.103492004,2.527093596,,-0.621545927,0.170906485,-0.322754371,0.29308666,-0.195820694,,0.493589744,-0.045606229,2.584745763,0.621576369,7.872449156,-0.381136606,-0.10524812,,-0.282524049,,-0.218164244,,0.232850242,-0.15948633,2.527093596,0.268302454,0.192557388,-0.339502092
2014/11/11 0:00,0.135807117,0.009092655,-0.162784616,0.152252674,,0.160282022,2.432038835,,-0.61848587,0.170906485,-0.322754371,0.29308666,-0.195820694,,0.493589744,-0.045606229,2.584745763,0.620440511,7.872449156,-0.381136606,-0.108579332,,-0.282524049,,-0.218164244,,0.223803115,-0.175330033,2.432038835,0.239258888,0.214913073,-0.340337563
2014/11/12 0:00,0.13392088,0.010350985,-0.162873631,0.151839701,,0.17401369,2.373786408,,-0.620118111,0.170906485,-0.322754371,0.29308666,-0.195820694,,0.397435897,-0.045606229,2.584745763,0.60839994,7.872449156,-0.373942247,-0.112637826,,-0.279706657,,-0.218164244,,0.195464465,-0.157738095,2.373786408,0.217120238,0.200431972,-0.335845916
2014/11/13 0:00,0.111105282,0.003484712,-0.162566223,0.151756042,,0.17401369,2.184466019,,-0.618884397,0.170906485,-0.322754371,0.29308666,-0.195820694,,0.397435897,-0.045606229,2.110169492,0.610688919,7.872449156,-0.373942247,-0.125171904,,-0.257018448,,-0.218164244,,0.190394999,-0.139880952,2.184466019,0.22503711,0.184731493,-0.333953241
2014/11/14 0:00,0.106253688,0.005812096,-0.161542132,0.151154897,,0.17401369,2.184466019,,-0.61213971,0.170548191,-0.345498723,0.307570594,-0.192450286,,0.397435897,-0.045606229,1.936,0.601357187,7.872449156,-0.382377829,-0.124426756,,-0.257018448,,-0.223584709,,0.209233978,-0.12627551,2.184466019,0.232410669,0.211226612,-0.333117279
2014/11/15 0:00,0.098200087,0.006018153,-0.160177111,0.151091411,,0.176799119,2.184466019,,-0.607664921,0.165952891,-0.34577731,0.279233151,-0.205306799,-0.540506329,0.397435897,-0.045606229,1.936,0.590446781,7.872449156,-0.381920186,-0.123859187,,-0.359731411,,-0.21739961,,0.212798327,-0.110774556,2.184466019,0.232410669,0.216422538,-0.331184429
2014/11/16 0:00,0.10537329,0.006018153,-0.160177111,0.151091411,,0.176799119,2.184466019,,-0.607664921,0.165952891,-0.34577731,0.279233151,-0.205306799,,0.397435897,-0.094549499,1.936,0.590446781,8.320721926,-0.381920186,-0.123859187,,-0.359731411,,-0.21739961,,0.212798327,-0.110774556,2.184466019,0.232410669,0.203704835,-0.331184429
2014/11/17 0:00,0.103202045,0.003809157,-0.1604544,0.152436182,,0.333388693,2.087378641,,-0.593725952,0.165952891,-0.34577731,0.279233151,-0.205306799,,0.397435897,-0.014527845,1.936,0.592064309,8.319342625,-0.381920186,-0.125223028,,-0.359731411,,-0.21739961,,0.215841019,-0.083080917,2.087378641,0.198037242,0.216899228,-0.334063319
2014/11/18 0:00,0.104685454,0.004608668,-0.166938909,0.147557643,,0.300111967,2.019417476,,-0.584346957,0.165952891,-0.34577731,0.279233151,-0.205306799,,0.397435897,-0.014527845,1.936,0.595158086,8.31927366,-0.379872881,-0.124882653,,-0.258714328,,-0.21739961,,0.195631796,-0.026567944,2.019417476,0.219918075,0.206972079,-0.334918403
2014/11/19 0:00,0.100093494,0.007080184,-0.172589205,0.142810652,,0.300111967,2.019417476,,-0.583089097,0.165952891,-0.34577731,0.279233151,-0.205306799,,0.397435897,-0.014527845,1.936,0.59400338,8.31927366,-0.379872881,-0.121508222,,-0.289386178,,-0.21739961,,0.191018641,-0.023154216,2.019417476,0.220430108,0.241166602,-0.333923958
2014/11/20 0:00,0.116643749,0.005451786,-0.170044594,0.136116611,,0.300111967,2.024271845,,-0.58356302,0.165952891,-0.34577731,0.279233151,-0.205306799,,0.397435897,-0.014527845,2.192,0.58830228,8.31927366,-0.379978814,-0.121366124,,-0.271411881,,-0.21739961,,0.202901281,0.01747488,2.024271845,0.237811203,0.257218415,-0.335056162
2014/11/21 0:00,0.100532297,0.007891872,-0.172444362,0.113237135,,0.300111967,2.019417476,,-0.578852832,0.16773733,-0.358671975,0.286615861,-0.251077944,,0.333333333,-0.014527845,2.728971963,0.588292094,8.31927366,-0.384745763,-0.119746803,,-0.279663224,,-0.237630382,,0.217761788,0.0171278,2.019417476,0.236255187,0.276107302,-0.336291124
2014/11/22 0:00,0.116058838,-0.01114516,-0.182325119,0.111754274,,0.300111967,2.019417476,,-0.573715512,0.16275764,-0.359041089,0.263594901,-0.249833887,-0.534087591,0.333333333,-0.014527845,2.728971963,0.584543506,8.31927366,-0.381831728,-0.11838737,,-0.279663224,,-0.219621417,,0.189384132,0.017574692,2.019417476,0.238825364,0.294970227,-0.331986313
2014/11/23 0:00,0.158692505,-0.01114516,-0.182325119,0.111754274,,0.300111967,2.019417476,,-0.573715512,0.16275764,-0.359041089,0.263594901,-0.249833887,-0.534087591,0.333333333,-0.04503632,2.728971963,0.584543506,8.202033089,-0.381831728,-0.11838737,,-0.279663224,,-0.219621417,,0.189384132,0.017574692,2.019417476,0.238825364,0.303892011,-0.331986313
2014/11/24 0:00,0.188569249,-0.012727938,-0.183571204,0.110918697,,0.448166895,2.101941748,,-0.576060907,0.16275764,-0.359041089,0.263594901,-0.249833887,-0.534087591,-0.192307692,-0.053061224,2.728971963,0.594441635,8.202033089,-0.381831728,-0.119766269,,-0.286780661,,-0.219621417,,0.191973368,0.02943761,2.101941748,0.229417879,0.310313646,-0.335083733
2014/11/25 0:00,0.178650974,-0.0201387,-0.183806958,0.110074764,,0.384127251,2.09223301,,-0.573051897,0.16275764,-0.359041089,0.263594901,-0.249833887,-0.534087591,-0.192307692,-0.053061224,2.728971963,0.598573563,8.202033089,-0.38112581,-0.115995596,,-0.269421057,,-0.219621417,,-0.057180532,0.069882777,2.09223301,0.191562029,0.325407184,-0.335769915
2014/11/26 0:00,0.137773847,-0.021247032,-0.184489465,0.103307552,,0.384127251,2.111650485,,-0.57412747,0.16275764,-0.359041089,0.263594901,-0.249833887,-0.534087591,-0.192307692,-0.053061224,2.728971963,0.602162942,8.202033089,-0.38112581,-0.114316038,,-0.301435804,,-0.219621417,,-0.119791667,0.104367816,2.111650485,0.19306881,0.288750343,-0.337084609
2014/11/27 0:00,0.100731207,-0.019588636,-0.184876075,0.103268492,,0.384127251,2.126213592,,-0.57287352,0.16275764,-0.359041089,0.263594901,-0.249833887,-0.534087591,-0.192307692,-0.053061224,2.528037383,0.603730664,8.202033089,-0.380965133,-0.113247124,,-0.318579806,,-0.219621417,,-0.144337607,0.089393238,2.126213592,0.19357107,0.286616754,-0.333360146
2014/11/28 0:00,0.117984555,-0.022191793,-0.186440813,0.098162175,,0.384127251,2.111111111,,-0.565636212,0.162402274,-0.379285321,0.250029236,-0.252491694,-0.521167883,-0.192307692,-0.053061224,2.528037383,0.605716327,8.201895159,-0.381018692,-0.111777282,,-0.364995666,,-0.237983496,,-0.148341131,0.095700416,2.111111111,0.192566549,0.298372271,-0.327114465
2014/11/29 0:00,0.154404829,-0.019717525,-0.197464922,0.100319714,,0.384127251,2.111111111,,-0.560653083,0.155830389,-0.373895704,0.222578062,-0.248998665,-0.517824329,-0.192307692,-0.053061224,2.447488584,0.606022346,8.201895159,-0.377652127,-0.110323058,,-0.392215155,,-0.243457327,,-0.151229334,0.086657497,2.111111111,0.192566549,0.297383699,-0.325209809
2014/11/30 0:00,0.111966675,-0.019717525,-0.197464922,0.100319714,,0.384127251,2.111111111,,-0.560653083,0.155830389,-0.373895704,0.222578062,-0.248998665,-0.517824329,-0.192307692,-0.07755102,2.447488584,0.606022346,7.595002793,-0.377652127,-0.110323058,,-0.392215155,,-0.243457327,,-0.151229334,0.086657497,2.111111111,0.192566549,0.284829015,-0.325209809
2014/12/1 0:00,0.054455892,-0.014293838,-0.196433808,0.094727825,,0.525635016,2.09178744,,-0.561015951,0.155830389,-0.373895704,0.222578062,-0.248998665,-0.517824329,-0.192307692,0.03002681,2.447488584,0.607094361,7.595002793,-0.377652127,-0.111223534,,-0.392215155,,-0.243457327,,-0.151229334,0.072902338,2.09178744,0.180010045,0.28275284,-0.325667101
2014/12/2 0:00,0.03466396,-0.012215125,-0.197726596,0.088954209,,0.384789834,2.140096618,,-0.557427472,0.155830389,-0.373895704,0.222578062,-0.248998665,-0.517824329,-0.192307692,0.03002681,2.447488584,0.608600462,7.594313143,-0.373675676,-0.06786939,,-0.391457843,,-0.243457327,,-0.143562796,0.059283088,2.140096618,0.181701691,0.299182888,-0.327391971
2014/12/3 0:00,0.015891887,-0.010191391,-0.197197669,0.092669962,,0.384789834,2.15942029,,-0.556777506,0.155830389,-0.373895704,0.222578062,-0.248998665,-0.517824329,-0.192307692,0.03002681,2.447488584,0.611427352,7.594313143,-0.373675676,-0.066465028,,-0.403271789,,-0.243457327,,-0.128008408,0.089622642,2.15942029,0.193940963,0.329553127,-0.323111337
2014/12/4 0:00,0.012479644,-0.010299202,-0.197885747,0.075307791,,0.384789834,2.149758454,,-0.558239451,0.155830389,-0.373895704,0.222578062,-0.248998665,-0.517824329,-0.384615385,0.03002681,2.547945205,0.609834821,7.592099365,-0.373675676,-0.065170236,,-0.397923644,,-0.243457327,,-0.113551207,0.086997636,2.149758454,0.195798755,0.361458515,-0.31708359
2014/12/5 0:00,0.025825634,-0.007524292,-0.198436541,0.053928933,,0.38478582,2.1352657,,-0.557983433,0.15335689,-0.388283104,0.2013039,-0.238985314,-0.512973172,-0.929487179,0.03002681,2.251046025,0.612478032,7.592099365,-0.355972973,-0.072138802,,-0.392027662,,-0.255183661,,-0.132724505,0.089403974,2.1352657,0.185425311,0.367379822,-0.309826267
2014/12/6 0:00,0.0056121,-0.006872163,-0.196751733,0.049364134,,0.38478582,2.1352657,,-0.553896438,0.144058885,-0.387695806,0.184637943,-0.237458194,-0.521450238,-0.929487179,0.03002681,2.251046025,0.609725449,7.592099365,-0.362008032,-0.06898437,,-0.42539154,,-0.256986811,,-0.14169512,0.091469194,2.1352657,0.185425311,0.357054855,-0.306640681
2014/12/7 0:00,0.012812718,-0.006872163,-0.196751733,0.049364134,,0.38478582,2.1352657,,-0.553896438,0.144058885,-0.387695806,0.184637943,-0.237458194,-0.521450238,-0.929487179,0.135924933,2.251046025,0.609725449,6.557623741,-0.362008032,-0.06898437,,-0.42539154,,-0.256986811,,-0.14169512,0.091469194,2.1352657,0.185425311,0.370057788,-0.306640681
2014/12/8 0:00,-0.022637063,-0.007666071,-0.19634216,0.073090219,,0.501188106,2.217391304,,-0.551441458,0.144058885,-0.387695806,0.184637943,-0.237458194,-0.521450238,-0.929487179,0.109162304,2.251046025,0.605932002,6.557623741,-0.362008032,-0.07850414,,-0.42539154,,-0.256986811,,-0.135669813,0.0492891,2.217391304,0.189315353,0.382628728,-0.310714282
2014/12/9 0:00,-0.01910598,-0.007124378,-0.196943306,0.06719638,,0.394814572,2.937198068,,-0.544322497,0.144058885,-0.387695806,0.184637943,-0.237458194,-0.521450238,-0.929487179,0.109162304,2.251046025,0.605367982,6.557623741,-0.344588859,-0.083699343,,-0.470962248,,-0.256986811,,-0.186410159,0.046919431,2.937198068,0.200418629,0.408461078,-0.304432362
2014/12/10 0:00,-0.016136456,-0.013177155,-0.197891838,0.068783531,,0.395150222,2.951690821,,-0.541342311,0.144058885,-0.387695806,0.184637943,-0.237458194,-0.521450238,-0.929487179,0.109162304,2.251046025,0.605635134,6.557623741,-0.344588859,-0.087061741,,-0.545835567,,-0.256986811,,-0.140242746,0.048941176,2.951690821,0.200941915,0.416598127,-0.297186756
2014/12/11 0:00,-0.011861819,-0.012105171,-0.196764179,0.064506804,,0.397014948,3.102439024,,-0.540813546,0.144058885,-0.387695806,0.184637943,-0.237458194,-0.521450238,-0.929487179,0.109162304,2.393305439,0.601181614,6.557623741,-0.344588859,-0.083454457,,-0.556234893,,-0.256986811,,-0.12576485,0.08490111,3.102439024,0.200941915,0.42165551,-0.287770498
2014/12/12 0:00,0.000912574,-0.011979671,-0.195894166,0.056455781,,0.397014948,3.246376812,,-0.53595845,0.143357869,-0.397119757,0.183058877,-0.211036789,-0.53271703,-0.929487179,0.109162304,2.379166667,0.58923866,6.557416845,-0.321114058,-0.082386182,,-0.585414453,,-0.260492321,,-0.144410653,0.089415176,3.246376812,0.196354167,0.410381468,-0.281414337
2014/12/13 0:00,-0.003323309,-0.021882612,-0.194611011,0.046658407,,0.397014948,3.225961538,,-0.531369594,0.136189481,-0.391399714,0.200801374,-0.210772834,-0.513021225,-0.929487179,0.109162304,2.379166667,0.58905173,6.557416845,-0.342327063,-0.078982421,,-0.613657933,,-0.249193802,,-0.162622892,0.086788814,3.225961538,0.196354167,0.415824972,-0.278397593
