DATE,A,AG,AL,AU,BU,C,CF,CS,CU,FG,HC,I,J,JM,L,M,MA,NI,OI,P,PB,PP,PTA,PVC,RB,RM,RU,SN,SR,Y,ZC,ZN
20090616,1,,1.003763643,1.002294138,,1.000617665,1.005972378,,0.989439276,,,,,,1.002529084,1.000342818,,,1.003386299,1.008012821,,,0.989540965,0.999270605,1.004156924,,1.00765391,,1.001685123,1.01005557,,0.996299038
20090617,0.998084815,,1.006374203,1.004675173,,1.008024691,0.991465677,,1.001016518,,,,,,1.000504541,0.997601097,,,0.998701973,0.997774245,,,0.999119201,1.013138686,0.996636481,,0.998678996,,1.003124249,0.995022269,,1.00371471
20090618,0.99808114,,1.001117735,1.00063015,,0.995713411,0.992140719,,0.995938055,,,,,,1.008572869,0.997595328,,,0.992981544,0.980879541,,,1.011166618,1.000720461,0.997403946,,0.996031746,,0.990896023,0.987361769,,0.993708364
20090619,1.0005493,,1.000372162,0.993266483,,0.999384994,0.999622784,,0.994901861,,,,,,1.0035,1.004476584,,,0.998429319,0.999675114,,,1.01365882,0.995680346,1.016918272,,1.007636122,,1.012330754,1.001333333,,0.994785847
20090622,0.987098545,,0.997395833,0.999804916,,0.998153846,0.994716981,,0.977965667,,,,,,0.983059292,0.971203291,,,0.984268485,0.987650309,,,0.995412844,0.985538684,1.00307141,,0.991433278,,0.994984476,0.980026631,,0.988019468
20090623,1.017519466,,0.991421112,0.983414634,,1.005548705,1.004552352,,0.999738014,,,,,,0.98073999,1.009530533,,,1.005594033,0.992102665,,,0.976382488,0.993396919,0.990303649,,0.984380193,,0.997119539,1.004347826,,0.999242137
20090624,0.992074337,,1.010534236,1.01140873,,0.994481913,0.999622356,,1.019654088,,,,,,1.00620155,0.995104895,,,0.998145695,0.9960199,,,1.003244838,1,0.997165679,,1.000675219,,1.000481464,0.991883117,,1.015547971
20090625,1.000826446,,0.998883098,1.007748897,,1.001233046,0.997733283,,1.007196094,,,,,,1.010272214,1.007378777,,,1.030254777,1.022644023,,,1.001764187,1.008862629,0.998966408,,1.033063428,,1.00120308,1.014184397,,1.002987304
20090626,1.005229838,,1.008199776,1.007932646,,1.001231527,1.001135933,,1.030109722,,,,,,1.021352313,1.017091036,,,1.003348789,1.009768805,,,1.00616378,1.008052709,0.996896017,,1.014696277,,1.006488825,1.006455083,,1.008562919
20090629,0.993428258,,0.992236599,0.994254261,,1,1.004916793,,0.997027496,,,,,,0.988551518,0.989026063,,,0.98279846,0.97710416,,,0.994749125,0.984023239,0.993513233,,0.989700676,,0.999522445,0.980491716,,0.992248062
20090630,1.007993385,,1.001117735,1.00704157,,1.000615006,1.000376364,,1.015900621,,,,,,1.009566969,1.001386963,,,1.003396029,1.007590759,,,1.028152493,1.016236162,0.999216506,,1.012682927,,1.008838987,1.005996184,,0.998511905
20090701,1.011211375,,0.998883513,0.985918889,,1.002458513,1.003762227,,0.987282954,,,,,,1.000997506,1.027354571,,,1.01145535,1.006550934,,,0.997718197,0.995642702,1.003397804,,0.994219653,,1.003315179,1.013546464,,1.004843517
20090702,0.994591671,,1.003353204,1.007874786,,0.999386879,1.001124438,,0.994550409,,,,,,0.998505232,0.993933266,,,0.987387387,0.974292223,,,1.005431675,0.996353027,1.007293566,,0.979328165,,0.996223743,0.985298049,,0.999629218
20090703,0.987493203,,1.001856665,0.995535281,,0.995092025,0.998876825,,0.990286426,,,,,,1.015469062,0.991861648,,,0.985922836,0.969605878,,,0.996588001,1.003660322,0.997931213,,0.996701847,,0.999289268,0.977482366,,0.998145401
20090706,0.994218062,,0.992216457,0.991566735,,0.990135635,1.004497751,,0.972585513,,,,,,1.016707617,0.983589744,,,0.997884717,0.995866345,,,1.005420827,1.002188184,1.001813941,,0.99602912,,0.999762921,0.996114349,,0.986993683
20090707,0.983107173,,1.005603287,0.998770955,,1.00373599,1.003731343,,1.011636928,,,,,,1.014499758,1.003823427,,,0.999205087,0.998270495,,,0.999148695,1.008005822,1.001034661,,1.027574751,,0.998102917,1.000557258,,1.007906627
20090708,0.975492958,,0.997028232,0.998474109,,0.993796526,1.001115242,,0.993353783,,,,,,0.98380181,0.958102493,,,0.97427738,0.955994456,,,0.993751775,0.992057762,0.994832041,,0.988037504,,0.990021383,0.962684489,,0.987299216
20090709,1.002310136,,0.995901639,0.991175746,,1.002496879,1.005198663,,1.013124035,,,,,,0.999031477,1.00325262,,,1.003810561,1.007973904,,,1.017147757,0.999272198,1.003896104,,1.014725131,,1.006239501,1.001735609,,1.00189179
20090710,1.005185825,,1.000748223,0.997463444,,1.011830635,1.002955301,,1.000254001,,,,,,0.994667959,1.013688761,,,0.998644252,1.00251708,,,0.998876089,1.002184996,1.004398448,,0.996775234,,0.996422609,1.005486572,,0.996601208
20090713,0.991688163,,0.993271028,0.997756171,,0.999384615,1.003314917,,0.987811072,,,,,,0.979532164,0.988628287,,,0.991854466,0.990315638,,,1.010970464,0.994912791,1.001030397,,0.985765125,,0.992580182,0.988512349,,0.963243653
