DATE,AG,AL,C,CU,J,JM,L,M,MA,NI,P,PB,PP,PVC,Y,ZC
2009/1/1,,,,,,,,,,,,,,,,
2009/1/2,-0.04245,,,,,,,,,0.64418,,-0.00441,,,,0.04784
2009/1/3,-0.04245,,,,,,,,,0.645828,,-0.03422,,,,0.027814
2009/1/4,-0.03695,1.440155,,0.712039,,,,,,0.649548,,-0.03629,,,,0.065585
2009/1/5,-0.04381,1.439382,,0.718947,,,,,,0.651557,,-0.03629,,,,0.02254
2009/1/6,-0.04391,1.447514,,0.724996,,,,,,0.650552,,-0.04429,,,,-0.01196
2009/1/7,-0.04737,1.45801,,0.743042,,,,,,0.639696,,-0.091,,,,-0.0224
2009/1/8,-0.02585,1.481961,,0.77487,,,,,,0.636432,,-0.0935,,,,-0.02164
2009/1/9,-0.02314,1.489845,,0.80221,,,,,,0.636148,,-0.08671,,,,-0.03702
2009/1/10,-0.02395,1.487437,,0.812731,,,,,,0.641273,,-0.08718,,,,-0.04139
2009/1/11,-0.02111,1.470531,,0.826014,,,,,,0.653079,,-0.08579,,,,-0.03061
2009/1/12,-0.02356,1.485659,,0.851695,,,-0.13439,,,0.654089,,-0.08071,,,,-0.00707
2009/1/13,-0.02837,1.495007,,0.875855,,,-0.13439,,,0.65737,,-0.06904,,,,-0.01217
2009/1/14,-0.02912,1.504362,,0.915842,,,-0.13439,,,0.676899,,-0.0572,,,,-0.01305
2009/1/15,-0.03092,1.534815,,0.986842,,,-0.13439,,,0.68697,,-0.06842,,,,0.001416
2009/1/16,-0.03442,1.53376,,1.056018,,,-0.13439,,,0.689069,,-0.07099,,,,-0.01544
2009/1/17,-0.02981,1.524744,,1.110615,,,-0.13439,,,0.691901,,-0.05858,,,,-0.01637
2009/1/18,-0.02981,1.512278,,1.045004,,,0.303571,,,0.695618,,-0.04683,,,,0.001653
2009/1/19,-0.02981,1.563742,,1.055062,,,0.303571,,,0.701952,,-0.05255,,,,0.004351
2009/1/20,-0.02984,1.57793,,1.118417,,,0.303571,,,0.70402,,0.034339,,,,0.051782
2009/1/21,-0.0434,1.661188,,1.180684,,,0.303571,,,0.731029,,0.035472,,,,0.068572
2009/1/22,-0.07555,1.6973,,1.225238,,,0.303571,,,0.722553,,0.038462,,,,0.102146
2009/1/23,-0.08173,1.698282,,1.254034,,,0.315476,,,0.720548,,0.039002,,,,0.110749
2009/1/24,-0.08173,1.702188,,1.274868,,,0.315476,,,0.713458,,0.042797,,,,0.209871
2009/1/25,-0.08487,1.721483,,1.381795,,,0.649254,,,0.711034,,0.044979,,,,0.165393
2009/1/26,-0.08487,1.721483,,1.381795,,,0.649254,,,0.711034,,0.044979,,,,0.193072
2009/1/27,-0.08281,1.721483,,1.388283,,,0.649254,,,0.711034,,0.044979,,,,0.267362
2009/1/28,-0.08424,1.702261,,1.403865,,,0.649254,,,0.705551,,0.061073,,,,0.267871
2009/1/29,-0.08646,1.699499,,1.40882,,,0.649254,,,0.701624,,0.021472,,,,0.312142
2009/1/30,-0.08835,1.820983,,1.773679,,,0.649254,,,0.778429,,0.074338,,,,0.299714
2009/1/31,-0.08551,1.817409,,1.661877,,,0.649254,,,0.772779,,0.083162,,,,0.318625
2009/2/1,-0.08501,1.811597,,1.692506,,,0.649254,,,0.778883,,0.087069,,,,0.329742
2009/2/2,-0.0974,1.818713,,1.69112,,,0.649254,,,0.787044,,0.106646,,,,0.342926
2009/2/3,-0.09678,1.846698,,1.710101,,,0.649254,,,0.786917,,0.113859,,,,0.430171
2009/2/4,-0.07958,1.850306,,1.742418,,,0.649254,,,0.787685,,0.110883,,,,0.42693
2009/2/5,-0.07529,1.872051,,1.761498,,,0.649254,,,0.789346,,0.129363,,,,0.471273
2009/2/6,-0.08443,1.880498,,1.772626,,,0.216418,,,0.819366,,0.133984,,,,0.475958
2009/2/7,-0.07875,1.880498,,1.772626,,,0.216418,,,0.819366,,0.133984,,,,0.469473
2009/2/8,-0.07401,1.876783,,2.03772,,,0.216418,,,0.818205,,0.135149,,,,0.478656
2009/2/9,-0.07809,1.895453,,2.05591,,,0.216418,,,0.844887,,0.130524,,,,0.497264
2009/2/10,-0.08437,1.909671,,2.091505,,,0.216418,,,0.857271,,0.128469,,,,0.51222
2009/2/11,-0.05981,1.922446,,2.108165,,,0.216418,,,0.875654,,0.127441,,,,0.528563
2009/2/12,-0.06781,1.933447,,2.109964,,,0.216418,,,0.88791,,0.142343,,,,0.500311
2009/2/13,-0.06755,1.932281,,2.163373,,,0.171642,,,0.90774,,0.175209,,,,0.54038
2009/2/14,-0.07112,1.93759,,2.216357,,,0.171642,,,0.909452,,0.178291,,,,0.558518
2009/2/15,-0.07112,1.921747,,2.216759,,,0.171642,,,0.90774,,0.192042,,,,0.537602
2009/2/16,-0.07112,1.940689,,2.258875,,,0.171642,,,0.930677,,0.190981,,,,0.535785
2009/2/17,-0.0752,1.954531,,2.304691,,,0.171642,,,0.94285,,0.186737,,,,0.4947
2009/2/18,-0.06804,2.097686,,2.422328,,,0.171642,,,0.945026,,0.191035,,,,0.478526
2009/2/19,-0.0681,2.129509,,2.506524,,,0.171642,,,0.956135,,0.201295,,,,0.508024
2009/2/20,-0.0681,2.15164,,2.658709,,,0.320896,,,0.963526,,0.216712,,,,0.503442
2009/2/21,-0.06334,2.152496,,2.709894,,,0.320896,,,0.944807,,0.231315,,,,0.52367
2009/2/22,-0.06334,2.14735,,2.425669,,,0.320896,,,0.939697,,0.257382,,,,0.566425
2009/2/23,-0.06644,2.158358,,2.422844,,,0.320896,,,0.970474,,0.264624,,,,0.542458
2009/2/24,-0.06222,2.171146,,2.432379,,,0.320896,,,1.003753,,0.291365,,,,0.459906
2009/2/25,-0.06534,2.18257,,2.299447,,,0.320896,,,1.02964,,0.303115,,,,0.482043
2009/2/26,-0.07175,2.202605,,2.290912,,,0.320896,,,1.050611,,0.314159,,,,0.444298
2009/2/27,-0.0794,2.210891,,2.328374,,,0.104478,,,1.067457,,0.333333,,,,0.439367
2009/2/28,-0.08017,2.214385,,2.364821,,,0.104478,,,1.055277,,0.326754,,,,0.415902
2009/3/1,-0.08083,2.202382,,2.417763,,,0.104478,,,1.055019,,0.322404,,,,0.413177
2009/3/2,-0.08083,2.219274,,2.385403,,,0.104478,,,1.059657,,0.321858,,,,0.384486
2009/3/3,-0.08085,2.238335,,2.35263,,,0.104478,,,1.075824,,0.327869,,,,0.27102
2009/3/4,-0.06915,2.247753,,2.370221,,,0.104478,,,1.081112,,0.303328,,,,0.282307
2009/3/5,-0.06778,2.247954,,2.4016,,,0.104478,,,1.086989,,0.291915,,,,0.253673
2009/3/6,-0.0729,2.254206,,2.407914,,,0.343284,,,1.085855,,0.300487,,,,0.194116
2009/3/7,-0.06851,2.260305,,2.45918,,,0.343284,,,1.087434,,0.308279,,,,0.197736
2009/3/8,-0.07688,2.233588,,2.431614,,,0.343284,,,1.092185,,0.304017,,,,0.160382
2009/3/9,-0.08058,2.239233,,2.411713,,,0.343284,,,1.099899,,0.307818,,,,0.141409
2009/3/10,-0.08058,2.251379,,2.371762,,,0.343284,,,1.098128,,0.302389,,,,0.039089
2009/3/11,-0.07809,2.253445,,2.360334,,,0.343284,,,1.109634,,0.292074,,,,0.042836
2009/3/12,-0.08259,2.229146,,2.414209,,,0.343284,,,1.110871,,0.27844,,,,-0.00601
2009/3/13,-0.08259,2.263399,,2.399692,,,0.776119,,,1.112311,,0.276815,,,,-0.00489
2009/3/14,-0.08052,2.190631,,2.422254,,,0.776119,,,1.114729,,0.277507,,,,-0.00221
2009/3/15,-0.08052,2.076846,,2.308099,,,0.859375,,,1.120663,,0.27062,,,,-0.02631
2009/3/16,-0.07898,2.083648,,2.300287,,,0.859375,,,1.125893,,0.275472,,,,-0.03504
2009/3/17,-0.08211,2.091685,,2.307365,,,0.859375,,,1.134821,,0.272776,,,,-0.1492
2009/3/18,-0.08289,2.114517,,2.305355,,,0.859375,,,1.161439,,0.29576,,,,-0.14825
2009/3/19,-0.08297,2.106254,,2.298433,,,0.859375,,,1.152392,,0.288317,,,,-0.14848
2009/3/20,-0.07649,2.084977,,2.387096,,,-0.75781,,,1.136226,,0.286403,,,,-0.15433
2009/3/21,-0.07649,2.082118,,2.411266,,,-0.75781,,,1.125769,,0.285714,,,,-0.15804
2009/3/22,-0.07649,2.074397,,2.339074,,,-0.35417,,,1.125769,,0.285714,,,,-0.14947
2009/3/23,-0.07952,2.07943,,2.35428,,,-0.35417,,,1.122003,,0.259497,,,,-0.1604
2009/3/24,-0.08175,2.074377,,2.333473,,,-0.35417,,,1.14535,,0.261637,,,,-0.15041
2009/3/25,-0.07246,2.075173,,2.323689,,,-0.35417,,,1.176227,,0.284109,,,,-0.18852
2009/3/26,-0.07462,2.072278,,2.363422,,,-0.35417,,,1.207761,,0.2918,,,,-0.19914
2009/3/27,-0.07148,2.086514,,2.391707,,,-1,,,1.183278,,0.284958,,,,-0.21845
2009/3/28,-0.07408,2.089712,,2.40904,,,-1,,,1.150085,,0.269492,,,,-0.20725
2009/3/29,-0.06975,2.098376,,2.68156,,,,,,1.121699,,0.256344,,,,-0.22104
2009/3/30,-0.06982,2.103167,,2.686558,,,,,,1.142223,,0.277059,,,,-0.15645
2009/3/31,-0.06984,2.095541,,2.676535,,,,,,1.134301,,0.284827,,,,-0.16223
2009/4/1,-0.09026,2.101078,,2.759782,,,,,,1.159427,,0.256371,,,,-0.19609
2009/4/2,-0.10257,2.10053,,2.826619,,,,,,1.137939,,0.246325,,,,-0.25578
2009/4/3,-0.11749,2.103405,,2.806311,,,,,,1.144069,,0.244433,,,,-0.27833
2009/4/4,-0.11585,2.083202,,2.807587,,,,,,1.144069,,0.244433,,,,-0.27902
2009/4/5,-0.12287,2.086185,,2.729125,,,,,,1.155916,,0.225823,,,,-0.28866
2009/4/6,-0.13533,2.084228,,2.714717,,,,,,1.138739,,0.216849,,,,-0.31418
2009/4/7,-0.15113,2.116615,,2.695618,,,,,,1.1397,,0.20339,,,,-0.34917
2009/4/8,-0.14569,2.148507,,2.68762,,,,,,1.04741,,0.196632,,,,-0.35837
2009/4/9,-0.14173,2.156689,,2.664528,,,,,,1.041825,,0.19534,,,,-0.40639
2009/4/10,-0.13308,2.161424,,2.650669,,,,,,1.04206,,0.18827,,,,-0.42695
2009/4/11,-0.14217,2.166244,,2.637907,,,,,,1.049381,,0.18827,,,,-0.43443
2009/4/12,-0.14593,2.127062,,2.635462,,,,,,1.0625,,0.18827,,,,-0.44468
2009/4/13,-0.14895,2.125762,,2.631664,,,,,,1.0625,,0.18827,,,,-0.44953
2009/4/14,-0.15088,2.215819,,2.602691,,,,,,1.057495,,0.19862,,,,-0.4363
2009/4/15,-0.15086,2.242013,,2.499925,,,,,,1.056982,,0.186732,,,,-0.40389
2009/4/16,-0.15853,2.218654,,2.482444,,,,,,1.024444,,0.179374,,,,-0.387
2009/4/17,-0.15417,2.220162,,2.468994,,,,,,1.028406,,0.155164,,,,-0.38807
2009/4/18,-0.15417,2.225334,,2.460416,,,,,,1.018153,,0.140508,,,,-0.37179
2009/4/19,-0.15417,2.18218,,2.415395,,,,,,1.020242,,0.144811,,,,-0.3332
2009/4/20,-0.15055,2.174774,,2.345619,,,,,,1.028867,,0.156132,,,,-0.29918
2009/4/21,-0.1509,2.165007,,2.309706,,,,,,1.041748,,0.196698,,,,-0.28274
2009/4/22,-0.14594,2.170919,,2.27795,,,,,,1.057488,,0.195294,,,,-0.26649
2009/4/23,-0.14072,2.182831,,2.214279,,,,,,1.052764,,0.202645,,,,-0.29202
2009/4/24,-0.14081,2.195906,,2.163846,,,,,,1.042016,,0.336906,,,,-0.30007
2009/4/25,-0.13866,2.163638,,2.181624,,,,,,1.05333,,0.310046,,,,-0.2657
2009/4/26,-0.13863,2.156393,,2.36714,,,-0.84,,,1.054753,,0.307657,,,,-0.2681
2009/4/27,-0.14286,2.164518,,2.339409,,,-0.84,,,1.037311,,0.304923,,,,-0.27703
2009/4/28,-0.14136,2.185314,,2.303406,,,-0.84,,,1.04944,,0.299909,,,,-0.27293
2009/4/29,-0.14137,2.22291,,2.251688,,,-1,,,1.210105,,0.275739,,,,-0.27923
2009/4/30,-0.12965,2.224959,,2.267231,,,-0.6,,,1.212926,,0.268923,,,,-0.29723
2009/5/1,-0.1251,2.230245,,2.215034,,,-0.6,,,1.208633,,0.288068,,,,-0.26829
2009/5/2,-0.12574,2.230245,,2.215034,,,-0.6,,,1.208633,,0.288068,,,,-0.27225
2009/5/3,-0.12543,2.24276,,2.21561,,,-0.6,,,1.221004,,0.256188,,,,-0.27768
2009/5/4,-0.12612,2.24276,,2.21561,,,-0.6,,,1.221004,,0.256188,,,,-0.28504
2009/5/5,-0.117,2.246846,,2.188554,,,-0.6,,,1.208285,,0.254885,,,,-0.26431
2009/5/6,-0.11722,2.282923,,2.240337,,,-0.6,,,1.193349,,0.26878,,,,-0.24405
2009/5/7,-0.11873,2.290431,,2.180637,,,-0.6,,,1.181245,,0.257732,,,,-0.24256
2009/5/8,-0.12044,2.294007,,2.159675,,,-0.56,,,1.206347,,0.246494,,,,-0.11279
2009/5/9,-0.12044,2.296585,,2.134854,,,-0.56,,,1.215168,,0.255028,,,,-0.20856
2009/5/10,-0.1201,2.270068,,1.904579,,,-0.56,,,1.220912,,0.25128,,,,-0.21141
2009/5/11,-0.12248,2.274224,,1.884037,,,0.04,,,1.206531,,0.24744,,,,-0.20382
2009/5/12,-0.11807,2.285053,,1.844646,,,,,,1.199929,,0.25256,,,,-0.22049
2009/5/13,-0.11616,2.295606,,1.805257,,,,,,1.227969,,0.254266,,,,-0.21247
2009/5/14,-0.11151,2.30685,,1.795696,,,,,,1.231994,,0.203438,,,,-0.21382
2009/5/15,-0.10951,2.352887,,1.734812,,,,,,1.228464,,0.18336,,,,-0.19945
2009/5/16,-0.10517,2.358335,,1.746355,,,,,,1.228464,,0.1786,,,,-0.18649
2009/5/17,-0.10517,2.342585,,1.588289,,,,,,1.220114,,0.159019,,,,-0.16832
2009/5/18,-0.10082,2.352419,,1.625767,,,,,,1.219872,,0.169699,,,,-0.19809
2009/5/19,-0.10201,2.456226,,1.599216,,,,,,1.211773,,0.17682,,,,-0.1927
2009/5/20,-0.10394,2.493288,,1.509702,,,,,,1.215905,,0.1554,,,,-0.15409
2009/5/21,-0.10394,2.455545,,1.46332,,,,,,1.226227,,0.152444,,,,-0.12191
2009/5/22,-0.10085,2.454388,,1.397067,,,,,,1.234489,,0.167189,,,,-0.16226
2009/5/23,-0.10054,2.426524,,1.390786,,,,,,1.246286,,0.166275,,,,-0.16487
2009/5/24,-0.10054,2.445932,,1.506111,,,,,,1.25459,,0.164453,,,,-0.13162
2009/5/25,-0.10054,2.445152,,1.49718,,,,,,1.25459,,0.164453,,,,-0.14771
2009/5/26,-0.10094,2.453241,,1.458705,,,,,,1.250893,,0.173438,,,,-0.15806
2009/5/27,-0.10431,2.452464,,1.459894,,,,,,1.250893,,0.173438,,,,-0.1705
2009/5/28,-0.11081,2.457877,,1.481375,,,,,,1.257012,,0.180818,,,,-0.15198
2009/5/29,-0.11094,2.479959,,1.368082,,,,,,1.274988,,0.218246,,,,-0.1316
2009/5/30,-0.11094,2.46621,,1.359068,,,,,,1.274144,,0.189251,,,,-0.13941
2009/5/31,-0.11094,2.489016,,1.431236,,,,,,1.293714,,0.169498,,,,-0.11278
2009/6/1,-0.11295,2.491933,,1.429249,,,,,,1.272262,,0.192525,,,,-0.11465
2009/6/2,-0.10555,2.495992,,1.408046,,,,,,1.269768,,0.208003,,,,0.074534
2009/6/3,-0.10391,2.495438,,1.410131,,,,,,1.273784,,0.200966,,,,-0.06429
2009/6/4,-0.12615,2.490853,,1.404891,,,,,,1.267584,,0.183309,,,,-0.07117
2009/6/5,-0.12155,2.497215,,1.397212,,,,,,1.277666,,0.134918,,,,-0.06019
2009/6/6,-0.11907,2.500005,,1.377436,,,,,,1.283409,,0.118884,,,,-0.06211
2009/6/7,-0.11966,2.506773,,1.438544,,,,,,1.283409,,0.118884,,,,-0.0257
2009/6/8,-0.10286,2.537694,,1.426692,,,,,,1.285048,,0.118194,,,,-0.06332
2009/6/9,-0.10287,2.540178,,1.418402,,,,,,1.291604,,0.120951,,,,-0.06524
2009/6/10,-0.10402,2.546712,,1.457035,,,,,,1.301877,,0.124656,,,,-0.06741
2009/6/11,-0.09792,2.546841,,1.473023,,,,,,1.303053,,0.129534,,,,-0.1969
2009/6/12,-0.1013,2.54621,,1.447369,,,,,,1.306364,,0.102719,,,,-0.08304
2009/6/13,-0.09309,2.538499,,1.458352,,,,,,1.307243,,0.107179,,,,-0.06489
2009/6/14,-0.09292,2.549684,,1.455402,,,,,,1.31371,,0.035624,,,,-0.05675
2009/6/15,-0.10604,2.564746,,1.490762,,,,,,1.310652,,0.038146,,,,-0.04681
2009/6/16,-0.1015,2.619026,,1.526826,,,,,,1.297655,,0.057062,,,,-0.03151
2009/6/17,-0.11739,2.653281,,1.470367,,,,,,1.303987,,0.010501,,,,0.012202
2009/6/18,-0.11496,2.659847,,1.407709,,,,,,1.301417,,-0.11067,,,,0.027584
2009/6/19,-0.12012,2.630204,,1.37407,,,,,,1.309112,,-0.11341,,,,0.270113
2009/6/20,-0.12012,2.627162,,1.368859,,,,,,1.311185,,-0.11751,,,,0.099281
2009/6/21,-0.12785,2.612829,,1.287725,,,,,,1.307042,,-0.10973,,,,0.097554
2009/6/22,-0.12978,2.603491,,1.255882,,,,,,1.30653,,-0.10584,,,,0.125258
2009/6/23,-0.13713,2.59721,,1.239877,,,,,,1.310883,,-0.09831,,,,0.137334
2009/6/24,-0.12311,2.577641,,1.236357,,,,,,1.325331,,-0.08416,,,,0.161028
2009/6/25,-0.1281,2.570303,,1.211031,,,,,,1.334111,,-0.08734,,,,0.149765
2009/6/26,-0.1324,2.561571,,1.20898,,,,,,1.357523,,-0.10236,,,,0.152495
2009/6/27,-0.1324,2.567237,,1.202818,,,,,,1.362123,,-0.11069,,,,0.150739
2009/6/28,-0.13232,2.552045,,1.300239,,,,,,1.344133,,-0.1215,,,,0.163466
2009/6/29,-0.1341,2.555254,,1.279507,,,,,,1.355234,,-0.1153,,,,0.154611
2009/6/30,-0.13898,2.576595,,1.269912,,,,,,1.3502,,-0.11009,,,,0.149579
2009/7/1,-0.13515,2.5783,,1.273387,,,,,,1.354822,,-0.10059,,,,0.161682
2009/7/2,-0.13514,2.577538,,1.266534,,,,,,1.346955,,-0.08072,,,,0.134185
2009/7/3,-0.13784,2.583644,,1.301923,,,,,,1.33854,,-0.07937,,,,0.159202
2009/7/4,-0.13784,2.588546,,1.301526,,,,,,1.328701,,-0.0796,,,,0.197261
2009/7/5,-0.13784,2.584371,,1.297971,,,,,,1.330781,,-0.0812,,,,0.21837
2009/7/6,-0.13098,2.583335,,1.302281,,,,,,1.3244,,-0.07922,,,,0.161219
2009/7/7,-0.13978,2.584448,,1.277904,,,,,,1.326314,,-0.07872,,,,0.15089
2009/7/8,-0.14032,2.585279,,1.284181,,,,,,1.328692,,-0.07948,,,,0.15881
2009/7/9,-0.14481,2.581048,,1.260931,,,,,,1.334654,,-0.07241,,,,0.175054
2009/7/10,-0.1322,2.578063,,1.204545,,,,,,1.343458,,-0.08076,,,,0.157162
2009/7/11,-0.12911,2.579716,,1.205397,,,,,,1.350084,,-0.07462,,,,0.153403
2009/7/12,-0.12911,2.547437,,1.219027,,,,,,1.364671,,-0.05382,,,,0.154588
2009/7/13,-0.12861,2.584381,,1.208441,,,,,,1.362214,,-0.05558,,,,0.110318
2009/7/14,-0.13047,2.598202,,1.205092,,,,,,1.351222,,-0.05179,,,,0.122645
2009/7/15,-0.12373,2.660223,,1.244424,,,,,,1.364277,,-0.02245,,,,0.116536
2009/7/16,-0.12722,2.665155,,1.273462,,,,,,1.360084,,-0.00632,,,,0.096733
2009/7/17,-0.12876,2.59447,,1.283231,,,,,,1.389424,,0.012841,,,,0.091654
2009/7/18,-0.13232,2.597975,,1.250858,,,,,,1.441585,,0.008256,,,,0.068322
2009/7/19,-0.13553,2.565977,,1.09213,,,,,,1.482735,,0.02076,,,,0.057238
2009/7/20,-0.13125,2.569804,,1.086636,,,,,,1.472458,,0.023456,,,,0.060046
2009/7/21,-0.13127,2.595406,,1.075873,,,,,,1.470129,,0.025074,,,,0.064314
2009/7/22,-0.13127,2.580882,,1.079689,,,,,,1.456778,,0.031785,,,,0.056121
2009/7/23,-0.13226,2.582531,,1.091909,,,,,,1.471277,,0.044323,,,,0.058511
2009/7/24,-0.15074,2.5829,,1.119574,,,,,,1.477355,,0.046862,,,,0.021645
2009/7/25,-0.15074,2.585596,,1.101343,,,,,,1.467072,,0.048299,,,,-0.04632
2009/7/26,-0.15074,2.609667,,1.119706,,,,,,1.46639,,0.046575,,,,-0.05267
2009/7/27,-0.15355,2.611482,,1.137047,,,,,,1.465837,,0.048219,,,,-0.06532
2009/7/28,-0.15355,2.609766,,1.144054,,,,,,1.46639,,0.08,,,,-0.07809
2009/7/29,-0.1537,2.597543,,1.105763,,,,,,1.400649,,0.113805,,,,-0.09694
2009/7/30,-0.14555,2.592206,,1.09587,,,,,,1.406581,,0.175581,,,,-0.10971
2009/7/31,-0.15024,2.604195,,1.09917,,,,,,1.373,,0.185726,,,,-0.10926
2009/8/1,-0.15446,2.598556,,1.049356,,,,,,1.378116,,0.182143,,,,-0.11938
2009/8/2,-0.15446,2.605574,,1.074234,,,,,,1.382611,,0.166125,,,,-0.13236
2009/8/3,-0.15446,2.608768,,1.08107,,,,,,1.382071,,0.163144,,,,-0.14689
2009/8/4,-0.15075,2.607106,,1.102626,,,,,,1.381261,,0.198374,,,,-0.1582
2009/8/5,-0.15177,2.612146,,1.084065,,,,,,1.36775,,0.207709,,,,-0.15358
2009/8/6,-0.15024,2.615366,,1.050271,,,,,,1.35324,,0.222877,,,,-0.16003
2009/8/7,-0.1493,2.611294,,1.07877,,,,,,1.362518,,0.225356,,,,-0.16225
2009/8/8,-0.14604,2.603964,,1.070388,,,,,,1.342789,,0.245427,,,,-0.16797
2009/8/9,-0.14581,2.610544,,1.125721,,,1.947011,,,1.342478,,0.244408,,,,-0.16383
2009/8/10,-0.14345,2.614793,,1.120539,,,2.070652,,,1.351624,,0.246863,,,,-0.17262
2009/8/11,-0.14612,2.614306,,1.123067,,,2.14538,,,1.361431,,0.245772,,,,-0.19463
2009/8/12,-0.1466,2.61719,,1.121648,,,2.14538,,,1.378572,,0.256044,,,,-0.20694
2009/8/13,-0.1486,2.615217,,1.120454,,,2.313859,,,1.406078,,0.267403,,,,-0.20318
2009/8/14,-0.14985,2.614293,,1.134356,,,2.324728,,,1.400266,,0.288456,,,,-0.2223
2009/8/15,-0.14939,2.610933,,1.104579,,,2.324728,,,1.390399,,0.293493,,,,-0.21658
2009/8/16,-0.14939,2.625546,,1.053506,,,2.324728,,,1.379984,,0.29169,,,,-0.20336
2009/8/17,-0.14948,2.626499,,1.076487,,,2.652174,,,1.384605,,0.300613,,,,-0.14403
2009/8/18,-0.14948,2.661523,,1.105933,,,2.652174,,,1.394904,,0.301729,,,,-0.14065
2009/8/19,-0.15013,2.688521,,1.093001,,,,,,1.405705,,0.297701,,,,-0.15677
2009/8/20,-0.14941,2.678676,,1.067894,,,,,,1.388772,,0.313928,,,,-0.16495
2009/8/21,-0.14979,2.605532,,1.060693,,,,,,1.394547,,0.312604,,,,-0.15898
2009/8/22,-0.148,2.58284,,1.056031,,,,,,1.365708,,0.29357,,,,-0.17127
2009/8/23,-0.15165,2.596099,,1.015949,,,1.982472,,,1.340551,,0.342419,,,,-0.17418
2009/8/24,-0.15163,2.591789,,0.998535,,,2.105166,,,1.34952,,0.350653,,,,-0.28709
2009/8/25,-0.16144,2.588876,,1.021043,,,2.105166,,,1.348495,,0.351505,,,,-0.2163
2009/8/26,-0.16165,2.589723,,1.018231,,,2.105166,,,1.352979,,0.353208,,,,-0.20353
2009/8/27,-0.16365,2.58762,,0.990528,,,2.314576,,,1.378774,,0.397454,,,,-0.20684
2009/8/28,-0.15573,2.593953,,0.987045,,,2.314576,,,1.419322,,0.450675,,,,-0.22727
2009/8/29,-0.15984,2.578759,,0.963613,,,2.314576,,,1.405471,,0.448503,,,,-0.25007
2009/8/30,-0.15982,2.59135,,0.964887,,,2.314576,,,1.41253,,0.477252,,,,-0.24979
2009/8/31,-0.16025,2.591394,,0.967734,,,2.310886,,,1.41253,,0.477252,,,,-0.27308
2009/9/1,-0.14896,2.590312,,0.973578,,,2.666974,,,1.47263,,0.480611,,,,-0.29666
2009/9/2,-0.14973,2.59078,,0.984999,,,2.905904,,,1.399229,,0.504189,,,,-0.29713
2009/9/3,-0.14999,2.589601,,0.939921,,,,,,1.39745,,0.522542,,,,-0.30529
2009/9/4,-0.15076,2.579739,,0.940204,,,,,,1.395564,,0.534744,,,,-0.32613
2009/9/5,-0.15026,2.574738,,0.924546,,,,,,1.3885,,0.54352,,,,-0.31904
2009/9/6,-0.15082,2.582837,,0.755646,,,2.186232,,,1.381186,,0.553886,,,,-0.32368
2009/9/7,-0.15082,2.580124,,0.765682,,,2.237681,,,1.391475,,0.557083,,,,-0.32745
2009/9/8,-0.15083,2.578856,,0.787379,,,2.299275,,,1.398824,,0.557723,,,,-0.33685
2009/9/9,-0.16014,2.580234,,0.788726,,,2.297101,,,1.39168,,0.563098,,,,-0.3249
2009/9/10,-0.16001,2.581448,,0.784597,,,2.386232,,,1.352709,,0.601107,,,,-0.33668
2009/9/11,-0.15724,2.580439,,0.780394,,,2.418116,,,1.348261,,0.621008,,,,-0.36094
2009/9/12,-0.15171,2.542163,,0.77814,,,2.418116,,,1.32857,,0.629054,,,,-0.37586
2009/9/13,-0.15763,2.536974,,0.78677,,,2.879112,,,1.32857,,0.629054,,,,-0.37458
2009/9/14,-0.15788,2.541726,,0.801133,,,,,,1.334003,,0.62773,,,,-0.39163
2009/9/15,-0.15365,2.556745,,0.831843,,,,,,1.345695,,0.624421,,,,-0.3916
2009/9/16,-0.15077,2.587023,,0.843399,,,,,,1.317216,,0.675841,,,,-0.39204
2009/9/17,-0.14287,2.441103,,0.823352,,,,,,1.305122,,0.698358,,,,-0.35629
2009/9/18,-0.14878,2.228326,,0.841267,,,,,,1.303927,,0.736531,,,,-0.38188
2009/9/19,-0.14541,2.204718,,0.831443,,,,,,1.287136,,0.771003,,,,-0.38481
2009/9/20,-0.14166,2.202649,,0.733624,,,,,,1.266942,,0.805566,,,,-0.38301
2009/9/21,-0.12157,2.197484,,0.745925,,,,,,1.262355,,0.803397,,,,-0.39563
2009/9/22,-0.14698,2.192839,,0.738761,,,,,,1.246073,,0.814962,,,,-0.40111
2009/9/23,-0.15842,2.155716,,0.763198,,,,,,1.256945,,0.798422,,,,-0.42815
2009/9/24,-0.15788,2.144831,,0.830922,,,,,,1.22566,,0.830044,,,,-0.43219
2009/9/25,-0.15682,2.13856,,0.836666,,,,,,1.197796,,0.862375,,,,-0.4387
2009/9/26,-0.15403,2.126511,,0.840983,,,,,,1.179902,,0.890349,,,,-0.42484
2009/9/27,-0.154,2.14221,,0.893849,,,,,,1.179902,,0.890349,,,,-0.42996
2009/9/28,-0.15238,2.138278,,0.897337,,,,,,1.212023,,0.894855,,,,-0.42883
2009/9/29,-0.14955,2.135094,,0.889926,,,,,,1.212469,,0.89448,,,,-0.42239
2009/9/30,-0.15313,2.134708,,0.884266,,,,,,1.212469,,0.89448,,,,-0.41963
2009/10/1,-0.14821,2.135702,,0.893177,,,,,,1.247602,,0.919264,,,,-0.40008
2009/10/2,-0.1488,2.132887,,0.890587,,,,,,1.246041,,0.916635,,,,-0.38969
2009/10/3,-0.15444,2.132887,,0.890587,,,,,,1.246041,,0.916635,,,,-0.3742
