"","x"
"1385",-0.0069051576
"1386",0.000895265571428571
"1387",-0.0047436582
"1388",-0.00719921068571429
"1389",0.0014820502
"1390",0.00460253217142857
"1391",-0.0060106102
"1392",-0.015852097375
"1393",-0.000780104374999998
"1394",-0.0108130265
"1395",0.008305739875
"1396",0.005430449375
"1397",0.0028838185
"1398",0.01258310775
"1399",0.015170437125
"1400",-0.012088628375
"1401",0.001466889
"1402",-0.00841524766666667
"1403",-0.000704644333333333
"1404",0.00792721733333333
"1405",-0.0086818615
"1406",-0.000391790833333334
"1407",0.00422981283333333
"1408",-0.00276786016666667
"1409",0.00154165383333333
"1410",-0.0003129265
"1411",0.0061710075
"1412",0.00264957128571429
"1413",0.00143892857142857
"1414",0.00863494814285714
"1415",0.008988675
"1416",0.00151381285714286
"1417",0.00178194085714286
"1418",-0.00514358242857143
"1419",-0.00284467714285714
"1420",-0.000225652142857143
"1421",-0.00815914771428571
"1422",0.00602615554285714
"1423",-0.00253092271428571
"1424",-0.00804231091428572
"1425",-0.0023799932
"1426",0.0037900644
"1427",0.00791946262857143
"1428",-0.0003394982
"1429",0.00299573082857143
"1430",-0.00909363165714286
"1431",-0.00254345217142857
"1432",0.00318968316666667
"1433",-0.00669635491666667
"1434",-0.0211778400833333
"1435",0.0147013595833333
"1436",-0.00755351175
"1437",0.013143923
"1438",-0.00577660225
"1439",-0.000471668499999999
"1440",0.0301704820833333
"1441",0.00019122475
"1442",0.0039163095
"1443",0.0067025092
"1444",-0.00274367286666667
"1445",-0.00292643843333333
"1446",-0.00240458163333333
"1447",-0.00461611466666667
"1448",0.00796573426666667
"1449",-0.000992274499999999
"1450",-0.0111986969666667
"1451",0.00613049276666667
"1452",-0.00431607288888889
"1453",0.002536284
"1454",0.00972203022222222
"1455",0.00472875377777778
"1456",0.00126204033333333
"1457",0.00291583577777778
"1458",0.00351478711111111
"1459",-0.00895015
"1460",-0.00312619977777778
"1461",-0.00245058422222222
"1462",0.000441344
"1463",0.0030365356
"1464",-0.0062642384
"1465",0.0118598526
"1466",-0.0083086316
"1467",0.0071075708
"1468",-0.005698008
"1469",0.000710809999999999
"1470",0.0020867346
"1471",-0.0047881248
"1472",0.000847326857142857
"1473",0.00227654810714286
"1474",-0.00150473775
"1475",-0.00371041060714286
"1476",-0.00062891017857143
"1477",-0.000428423142857142
"1478",-0.00407996810714286
"1479",0.004585515
"1480",0.000830863857142857
"1481",0.00397492317857143
"1482",-0.00106657174285714
"1483",-0.00520571237142857
"1484",-0.0013481206
"1485",-0.000388785914285714
"1486",0.00312820211428571
"1487",-0.00485778294285714
"1488",-0.00431442805714286
"1489",-0.00419192551428571
"1490",0.00372769685714286
"1491",0.00434963577142857
"1492",-0.00140552648571429
"1493",-0.000491395
"1494",-0.00215887182857143
"1495",-0.0125896975428571
"1496",-0.00176480797142857
"1497",0.00795556714285714
"1498",-0.0011384238
"1499",0.0041017038
"1500",-0.00996863782857143
"1501",0.00120877214285714
"1502",-0.000627641257142857
"1503",0.00255382268571429
"1504",0.0039340484
"1505",0.00693675617142857
"1506",-0.0108166248
"1507",-0.00326985294285714
"1508",-0.011125899
"1509",-0.000161700714285713
"1510",-0.00435963791428571
"1511",-0.00564487122857143
"1512",-0.013638291
"1513",-0.00293028775
"1514",-0.00583042517857143
"1515",-0.00300105128571429
"1516",-0.00134155064285714
"1517",-0.00775556135714286
"1518",0.00364090107142857
"1519",-0.00862570889285714
"1520",0.00457979710714286
"1521",0.00276801410714286
"1522",0.000326214166666666
"1523",0.00127901041666667
"1524",-0.00792213804166667
"1525",-0.00501076420833333
"1526",-0.00247572908333333
"1527",0.011778091625
"1528",0.003597068875
"1529",0.004060583625
"1530",0.000863181833333332
"1531",0.005577681625
"1532",-0.00560244282857143
"1533",-0.00424750426666667
"1534",-0.00109425610476191
"1535",7.30442095238084e-05
"1536",0.00450344197142857
"1537",-0.00632399003809524
"1538",-0.00618405295238095
"1539",0.00425152266666667
"1540",-0.000798963657142856
"1541",-0.00373198632380952
"1542",-0.00213643157142857
"1543",-0.00122465744642857
"1544",-0.00119993335714286
"1545",-0.00352018076785714
"1546",0.00189747971428571
"1547",0.00801605198214286
"1548",0.00597059425
"1549",-0.000136143089285714
"1550",0.00683939421428571
"1551",0.00131319866071429
"1552",-0.00191834239285714
"1553",0.00139386453571429
"1554",0.00108503455357143
"1555",0.008858934875
"1556",-0.008015674
"1557",-0.00293826408928571
"1558",0.00790417842857143
"1559",0.000500505375000001
"1560",-0.00685282664285714
"1561",-0.00171580741071429
"1562",0.00054291932857143
"1563",0.00218849202857143
"1564",0.00572925162857143
"1565",0.00144781641428571
"1566",0.00741396208571428
"1567",-0.00235219918571429
"1568",-0.0022136644
"1569",0.00704674554285714
"1570",-0.00586885734285714
"1571",0.0135791348428571
"1572",-0.000165028555555555
"1573",-0.00350724277777778
"1574",-0.00650120466666667
"1575",0.00821505177777778
"1576",0.000715910111111111
"1577",-0.00232044711111111
"1578",-0.00550092544444444
"1579",0.00304014355555556
"1580",0.006791468
"1581",0.01155629
"1582",-0.01407328945
"1583",0.00783602655
"1584",0.0052435758
"1585",0.0082244311
"1586",-0.00638138585
"1587",-0.0013048789
"1588",-0.00144150965
"1589",-0.01596635965
"1590",0.0023118231
"1591",-0.00350139195
"1592",0.00261006721428571
"1593",0.0157298982142857
"1594",0.0237600212142857
"1595",0.000355509071428571
"1596",0.00473776185714286
"1597",-0.00616241835714286
"1598",5.99400000000049e-06
"1599",0.0004824275
"1600",0.023917432
"1601",-0.000522729571428572
"1602",-0.001750192375
"1603",0.00014466975
"1604",-0.010930045375
"1605",-0.00306941320833333
"1606",0.00548049345833333
"1607",0.010828168875
"1608",0.00489530691666667
"1609",-0.00070491875
"1610",-2.31748750000003e-05
"1611",0.000463366916666667
"1612",0.008391283375
"1613",-0.0074577745
"1614",0.0126835045
"1615",-0.006405893375
"1616",0.000630797125
"1617",-0.00253280875
"1618",-0.005157444125
"1619",-0.000193130625000001
"1620",0.00362098725
"1621",0.010596971375
"1622",-0.0111820608444444
"1623",0.00401077068888889
"1624",-0.0072755094
"1625",-0.0116530426222222
"1626",-0.00269756506666667
"1627",-0.00556779742222222
"1628",0.00516991242222222
"1629",-0.00141040606666667
"1630",0.00896906695555556
"1631",0.0156991580888889
"1632",-0.003256142875
"1633",0.000132397
"1634",-0.001222806
"1635",0.001340347375
"1636",0.00487083225
"1637",0.002693969125
"1638",-0.00673330816071429
"1639",-0.00633521183928571
"1640",0.00358165316071429
"1641",-0.00216961466071429
"1642",0.002896997275
"1643",-0.001048063925
"1644",-0.00137301865
"1645",-0.002744897
"1646",-0.00639905825
"1647",0.000158807425
"1648",-0.000908219425
"1649",-0.00634045815
"1650",-0.00774217045
"1651",-0.00571391205
"1652",0.001310070125
"1653",-0.00347436008928571
"1654",-0.000175871339285714
"1655",-0.001241703
"1656",0.00755154266071428
"1657",-0.000494996267857143
"1658",0.00469941701785714
"1659",0.000316584303571428
"1660",0.00714977410714286
"1661",-0.0025398895
"1662",0.000254361055555556
"1663",-0.00584236211111111
"1664",-0.00588215216666667
"1665",-0.00305833361111111
"1666",0.0140486343888889
"1667",0.0142534629444444
"1668",0.0134595003333333
"1669",-0.00770250844444445
"1670",4.25455555555579e-05
"1671",0.00188867372222222
"1672",-0.0112255734318182
"1673",0.0109583061818182
"1674",0.0296274472045455
"1675",-0.00779951170454545
"1676",-0.0161125602272727
"1677",-0.0102017125681818
"1678",-0.00677444479545454
"1679",-0.0103185939772727
"1680",0.00318118915909091
"1681",0.00535699213636364
"1682",0.00707441872222222
"1683",0.0148779919444444
"1684",-0.00121358405555556
"1685",0.00573198611111111
"1686",0.00105358561111111
"1687",0.00389805172222222
"1688",-0.000379963944444444
"1689",-0.00242102705555556
"1690",0.00180530761111111
"1691",0.00331527011111111
"1692",0.005217088
"1693",-0.0205545112
"1694",-0.0024581857
"1695",0.0092122228
"1696",0.0021272758
"1697",0.0072269247
"1698",0.000549292600000001
"1699",-0.0026249787
"1700",0.0012927183
"1701",0.0088206719
"1702",0.0092259822
"1703",-0.0008565966
"1704",-0.00242675157777778
"1705",-0.00529409055555556
"1706",0.00688114855555556
"1707",-0.000306803333333334
"1708",-0.0113727798
"1709",0.00450068917777778
"1710",0.00250873931111111
"1711",0.00745819628888889
"1712",0.0017895785
"1713",0.00409903102380952
"1714",0.0035616794047619
"1715",-0.000779184261904764
"1716",0.0111785682619048
"1717",0.00483159733333333
"1718",-0.000575695880952382
"1719",0.00322397011904762
"1720",-0.00102313076190476
"1721",0.000997974333333333
"1722",-0.00135194177777778
"1723",-0.000321012944444445
"1724",0.005809977
"1725",-0.00508734677777778
"1726",0.00100831422222222
"1727",-0.00181217322222222
"1728",-0.00751961594444444
"1729",-0.000207100388888888
"1730",-0.00202360355555556
"1731",-0.0132141785
"1732",0.00351246692207792
"1733",0.000156565961038961
"1734",-0.00479081693506494
"1735",0.00234629701298701
"1736",-0.00462512271428571
"1737",0.00134333048051948
"1738",-0.00775745272727273
"1739",0.00143464981818182
"1740",-0.00817504601298701
"1741",0.00112078594805195
"1742",0.0138230221529412
"1743",-0.00636357303529412
"1744",0.00394860671764706
"1745",-0.00541961394117647
"1746",-0.00573703618823529
"1747",0.000509227176470588
"1748",0.00390864796470588
"1749",-0.00474867629411765
"1750",0.00566923877647059
"1751",-0.0119459338117647
"1752",-0.0104144954805195
"1753",0.0120752676103896
"1754",-0.0030330044025974
"1755",-0.00522338607792208
"1756",-0.00463572306493506
"1757",0.00332357437662338
"1758",-0.00662214327272727
"1759",0.00903924509090909
"1760",0.0111419284805195
"1761",0.00345920085714286
"1762",0.00674083672857143
"1763",0.00714807657142857
"1764",7.60390428571427e-05
"1765",-0.00519252398571429
"1766",-0.000444039814285715
"1767",-0.0125255366142857
"1768",-0.00467087701428571
"1769",-0.00707976361428571
"1770",0.0131596125714286
"1771",0.00404802808571429
"1772",0.00139102119642857
"1773",0.006989613375
"1774",0.00127102821428571
"1775",0.00591067691071429
"1776",-0.0160044420714286
"1777",-0.00407873083928571
"1778",0.00746615569642857
"1779",0.00897472066071429
"1780",-0.0325117493928571
"1781",-0.001084805625
"1782",-0.00238125583333333
"1783",0.00742223940476191
"1784",-0.0331629430952381
"1785",0.00831060288095238
"1786",-0.0104575250952381
"1787",-0.00261803335714286
"1788",0.0102993174761905
"1789",0.00647413064285714
"1790",0.00457109657142857
"1791",-0.012387281952381
"1792",0.007704184625
"1793",0.00145210970833333
"1794",0.010404404375
"1795",0.00440122029166667
"1796",0.00668575491666667
"1797",0.000415107041666668
"1798",-0.00587872945833333
"1799",0.005331550875
"1800",0.00155587491666667
"1801",-0.00464200120833333
"1802",-0.0030663474
"1803",0.00277305173333333
"1804",-0.0060451481
"1805",0.000291349033333333
"1806",0.000988824333333334
"1807",-0.014700982
"1808",-0.00443123746666667
"1809",-0.00310015346666667
"1810",0.00260897976666667
"1811",0.00994755713333333
"1812",-0.00634204142857143
"1813",0.00402037914285714
"1814",0.00576100071428571
"1815",-0.00129618942857143
"1816",-0.012176568
"1817",0.000193876857142856
"1818",-0.00190877971428571
"1819",0.00143303428571429
"1820",0.00312647585714286
"1821",-0.00969594714285714
"1822",-0.0136335129305556
"1823",-0.0133011741805556
"1824",-0.00664880063888889
"1825",-0.00332990997222222
"1826",0.0178971614583333
"1827",-0.00880459554166667
"1828",0.0116342753055556
"1829",0.00305372491666667
"1830",-0.00363513091666667
"1831",-0.0011544605
"1832",-0.00790064351818182
"1833",-0.00793502509090909
"1834",0.00705682006363636
"1835",0.00598768256363636
"1836",-0.0011495927
"1837",0.0070819678
"1838",0.00544910023636364
"1839",0.00432613367272727
"1840",0.00533532010909091
"1841",0.00730065625454545
"1842",0.00504015087912087
"1843",0.00594260505494505
"1844",0.00506407153846154
"1845",0.00154409020879121
"1846",0.000520921835164835
"1847",0.0219992242307692
"1848",0.000199940351648352
"1849",-0.00595984159340659
"1850",-0.00150949623076923
"1851",-0.00301266212087912
"1852",0.0019398476
"1853",0.01119888375
"1854",0.0012202555
"1855",0.0065571826
"1856",-0.0018281055
"1857",0.00446345575
"1858",-0.0034755121
"1859",-0.00565822355
"1860",0.00788722335
"1861",0.00475390915
"1862",-0.00837988820833334
"1863",-0.00220235591666667
"1864",0.00112086370833333
"1865",-0.0107676349583333
"1866",-0.00244222320833333
"1867",-0.0201266255
"1868",0.00693246120833333
"1869",0.002309826875
"1870",-0.008856085125
"1871",0.002142244125
"1872",-0.000218128171428571
"1873",-0.0042769372
"1874",0.0004599749
"1875",0.00770337432857143
"1876",0.00774845681428571
"1877",-0.00301433507142857
"1878",-0.0123783955285714
"1879",0.0023833104
"1880",-0.00358676378571429
"1881",-0.000101346942857143
"1882",0.00644424175
"1883",0.0036731546
"1884",0.00011204805
"1885",0.0165754347
"1886",0.00323213875
"1887",0.00988798425
"1888",0.0131142692
"1889",0.00971499755
"1890",-0.0121429914
"1891",-0.0023278606
"1892",0.0039450216
"1893",0.0043162852
"1894",0.0066257738
"1895",0.003056341
"1896",0.0032635682
"1897",0.00327359475555556
"1898",-0.00777503517777778
"1899",-0.00127674637777778
"1900",-0.00599943935555556
"1901",0.0179586513333333
"1902",-0.0031659255
"1903",0.0035987041
"1904",0.0217775668
"1905",0.0143702791
"1906",-0.0262145401
"1907",0.0155939893
"1908",-0.0120677494
"1909",-0.000390982599999999
"1910",0.0346233964
"1911",-0.0331943098
"1912",-0.00432493766666667
"1913",-0.00277939737878788
"1914",0.0102865124848485
"1915",-0.00329531062121212
"1916",-0.00174297742424243
"1917",0.00811337668181818
"1918",0.012841867969697
"1919",0.0137686827575758
"1920",0.00449068743939394
"1921",-0.0130845195454545
"1922",-0.00434544083333333
"1923",-0.00616868666666667
"1924",-0.000628903666666666
"1925",-0.00813571
"1926",0.0114916078333333
"1927",-0.000432274000000003
"1928",-0.00128708058333333
"1929",-0.00851725891666667
"1930",0.00762258208333333
"1931",0.00194218275
"1932",0.00397443666666667
"1933",0.00839151525
"1934",0.00714449516666667
"1935",-0.007107774
"1936",0.013788727375
"1937",-0.000921702916666667
"1938",-0.00722814054166667
"1939",0.00188506195833333
"1940",-0.0109888425833333
"1941",0.006119533875
"1942",0.0082183395
"1943",0.000736559388888888
"1944",0.000517761333333333
"1945",0.0123433796111111
"1946",-0.00630717888888889
"1947",0.00423677177777778
"1948",-0.00121197594444444
"1949",-0.0119519056111111
"1950",0.00219478972222222
"1951",-0.00197588961111111
"1952",-0.0108338335714286
"1953",0.00577513517142857
"1954",-0.00543756688571429
"1955",-0.00158605194285714
"1956",-0.00284122308571429
"1957",0.00711421074285714
"1958",-0.00626493571428571
"1959",-0.00259348194285714
"1960",-0.00111538562857143
"1961",-0.00699141365714286
"1962",0.00203003270588235
"1963",0.0122263560588235
"1964",0.00125285492156863
"1965",0.00208182233333333
"1966",0.000642434372549019
"1967",0.000751931431372549
"1968",-0.00406163437254902
"1969",0.00728523590196078
"1970",0.00958034596078431
"1971",0.0110317099607843
"1972",0.0104299906944444
"1973",-0.00485063591666667
"1974",-0.00262409441666667
"1975",0.012064737
"1976",-0.00105645480555556
"1977",0.00613844452777778
"1978",1.80275833333333e-05
"1979",0.00131608813888889
"1980",0.0116813466111111
"1981",-0.0015356935
"1982",-0.0006060509375
"1983",-0.0044276365
"1984",0.005368364125
"1985",0.000602993375
"1986",-0.0038426409375
"1987",-0.015318845625
"1988",-0.009998748625
"1989",-0.007328360125
"1990",-0.00157710475
"1991",-0.0056468223125
"1992",0.00191996485714286
"1993",-0.00103874547142857
"1994",0.00337866054285714
"1995",0.00508433442857143
"1996",0.0133484535428571
"1997",-0.003433222
"1998",0.00126008217142857
"1999",0.00604042065714286
"2000",0.0111348854
"2001",0.00229488901428571
"2002",0.00796390803846154
"2003",0.0151789556153846
"2004",-0.00222710898076923
"2005",-0.000339224826923077
"2006",0.0155947709230769
"2007",0.0115838650769231
"2008",-0.00189183375
"2009",0.0111358012115385
"2010",-0.00248329113461539
"2011",0.00159814369230769
"2012",-0.00152240572222222
"2013",0.00272328088888889
"2014",0.0208984082222222
"2015",0.00127509538888889
"2016",-0.002161153
"2017",0.00768748533333333
"2018",-0.00196841755555556
"2019",-0.00713093761111111
"2020",-0.00561496666666667
"2021",0.00168025994444444
"2022",-0.00237493446666667
"2023",0.0028234694
"2024",0.0137667372333333
"2025",0.00217535276666667
"2026",-0.00857946933333333
"2027",0.0145044406333333
"2028",-0.00539214066666667
"2029",0.000452344099999999
"2030",0.00638192843333333
"2031",-0.0056101339
"2032",-0.00174471114285714
"2033",-0.00282193514285714
"2034",0.00800075323809524
"2035",-0.00747712
"2036",0.000175210952380953
"2037",4.68262619047616e-05
"2038",0.00986099554761905
"2039",0.00278554457142857
"2040",-0.00585726723809524
"2041",0.0115612364047619
"2042",0.00298022884848485
"2043",-0.00573462459090909
"2044",-0.00630139559090909
"2045",-0.00108235740909091
"2046",-0.00707961851515152
"2047",0.000396723212121212
"2048",-0.00078562187878788
"2049",0.00230296877272727
"2050",-0.00652750360606061
"2051",0.00167979912121212
"2052",-0.00544987519642857
"2053",0.00177278028571428
"2054",-0.000620859303571428
"2055",0.00833863744642857
"2056",-0.00144007771428571
"2057",-0.00167233314285714
"2058",-0.001220693
"2059",-0.00346503505357143
"2060",-0.009598834875
"2061",-0.00175699814285714
"2062",-0.0077281066
"2063",-0.0013474647
"2064",-0.00298970526666667
"2065",0.00723569653333334
"2066",-0.005612535
"2067",0.0012910125
"2068",-0.00324040443333333
"2069",-0.0119552357666667
"2070",0.00757966733333333
"2071",0.00848544193333333
"2072",-0.00861153438095238
"2073",0.0107920038571429
"2074",-0.00506400152380952
"2075",-0.0022625825952381
"2076",-0.00171216164285714
"2077",-0.000338590904761904
"2078",-0.00713321804761905
"2079",0.00812048504761905
"2080",-0.00141523138095238
"2081",-0.0136435137380952
"2082",0.00237110908333333
"2083",0.00713596536111111
"2084",-0.00713514405555556
"2085",0.006575348
"2086",-0.0175592104444444
"2087",0.00169981538888889
"2088",0.00261180666666667
"2089",0.0131320933333333
"2090",0.00165494588888889
"2091",-0.0102533545555556
"2092",-0.00313458225
"2093",0.00477496804166667
"2094",0.000690667083333333
"2095",-0.00790307883333333
"2096",9.25856249999996e-05
"2097",-0.00143058016666667
"2098",-0.00191926595833333
"2099",0.006255590375
"2100",0.00499733504166667
"2101",0.007649337875
"2102",0.00239923496428571
"2103",0.0121324331785714
"2104",-0.005818666375
"2105",-0.001833413
"2106",0.00177259078571429
"2107",-0.00266006901785714
"2108",0.00861030253571429
"2109",-0.00713447432142857
"2110",0.00156495746428571
"2111",-0.00789009025
"2112",-0.0018613377
"2113",-0.00352191336666667
"2114",-0.00351512366666667
"2115",0.00369647843333333
"2116",-0.00272068056666667
"2117",-0.00204203003333333
"2118",0.007303929
"2119",0.00974731053333333
"2120",0.00525514346666667
"2121",0.00980572383333333
"2122",-0.00484323580952381
"2123",-0.00606481757142857
"2124",-0.00122015092857143
"2125",0.00225973742857143
"2126",-0.00281209464285714
"2127",-0.000363325047619045
"2128",0.00778423890476191
"2129",-0.000710498880952382
"2130",-0.00170896066666667
"2131",-0.000289426
"2132",-0.00189975480555556
"2133",-0.00240678069444445
"2134",-0.00149664991666667
"2135",-0.00275078630555556
"2136",-0.00242011083333333
"2137",-0.00177179769444444
"2138",-0.00545092719444444
"2139",-0.00251713161111111
"2140",0.00267939369444444
"2141",0.000588026472222222
"2142",0.00668151848888889
"2143",-0.00452775548888889
"2144",-0.0020675636
"2145",0.00225875308888889
"2146",0.00366256442222222
"2147",-0.00120031677777778
"2148",0.00552361982222222
"2149",0.00440327426666666
"2150",0.000444842244444445
"2151",0.00407243888888889
"2152",-0.00556435617777778
"2153",-0.00188448008888889
"2154",0.00383075491111111
"2155",-0.00452761604444444
"2156",-0.00607324464444444
"2157",-0.0027164854
"2158",0.00219724871111111
"2159",-0.00304901911111111
"2160",-0.00249025604444444
"2161",0.0046402156
"2162",-0.00634626473809524
"2163",0.0041998940952381
"2164",-0.00158728638095238
"2165",-0.00962395976190476
"2166",0.0059883374047619
"2167",0.00791148235714286
"2168",-0.00159088028571428
"2169",-0.000894907499999998
"2170",0.00720181452380952
"2171",-0.00495678404761905
"2172",-0.00731370209090909
"2173",0.00639848787012987
"2174",-0.0152640082337662
"2175",0.00727738363636364
"2176",-0.000458078454545455
"2177",-0.00652470268831169
"2178",0.00588615737662338
"2179",0.00925419192207792
"2180",0.00439779538961039
"2181",-0.00100125066233766
"2182",0.00154039747777778
"2183",0.00141489326666667
"2184",-0.00394929135555556
"2185",0.00520013186666667
"2186",-0.00634907621111111
"2187",0.00330086154444444
"2188",0.00378111434444444
"2189",0.000426841588888888
"2190",-0.000241056955555556
"2191",0.0046199529
"2192",-0.002653031
"2193",0.00339354907142857
"2194",0.00374470907142857
"2195",0.00472876133928571
"2196",0.000461435410714286
"2197",-0.00584521251785714
"2198",0.00243552594642857
"2199",-0.00877504121428571
"2200",0.00551442564285714
"2201",0.00117294192857143
"2202",0.0137514925892857
"2203",-0.00753822698214286
"2204",0.0116849572857143
"2205",0.000550207339285714
"2206",0.00229586425
"2207",-0.00205694375
"2208",0.00645828360714286
"2209",0.00362690425
"2210",0.00234679151785714
"2211",0.00139124282142857
"2212",0.00218328625
"2213",-0.001541342625
"2214",0.000574419375
"2215",-0.003834950125
"2216",-0.002649626875
"2217",-0.002134068625
"2218",-0.008757761
"2219",0.003520120625
"2220",0.013147107
"2221",-0.005416341125
"2222",0.00868963290476191
"2223",0.0080129516984127
"2224",0.00207363988888889
"2225",-0.00585984157142857
"2226",-5.88679047619044e-05
"2227",-0.00531148415873016
"2228",-0.0108773036507936
"2229",0.00259749468253968
"2230",-0.00444269133333333
"2231",-0.00538486203174603
"2232",0.016314186625
"2233",0.00613586716666667
"2234",0.005029069875
"2235",-0.00548704325
"2236",-0.0131273930833333
"2237",0.004028583625
"2238",0.016909749875
"2239",4.34917499999999e-05
"2240",0.00217116754166667
"2241",-0.00260482170833333
"2242",0.00228491211111111
"2243",-0.00517128266666667
"2244",0.00197403288888889
"2245",0.0156038832222222
"2246",0.000227435333333334
"2247",-0.00213069377777778
"2248",-0.000902326666666666
"2249",-0.00290884533333333
"2250",0.004632237
"2251",-0.0248883781111111
"2252",0.00040584315
"2253",-0.018839838725
"2254",-0.0054941138
"2255",0.007878122075
"2256",-0.0064087833
"2257",-0.000150051074999999
"2258",0.0100632514
"2259",0.0108985637
"2260",-0.0138852809
"2261",0.01368178995
"2262",0.00308762053333333
"2263",-0.00369953126666667
"2264",-0.00305677133333333
"2265",0.0024988091
"2266",0.00146036726666667
"2267",-0.0052499541
"2268",-0.00306155463333333
"2269",0.0106750241333333
"2270",0.00304296813333333
"2271",0.000434669533333334
"2272",-0.000676931955555556
"2273",0.0006783016
"2274",-0.00715678397777778
"2275",0.00817703615555555
"2276",-0.000869007422222222
"2277",0.00242550713333333
"2278",0.0103906920222222
"2279",0.00124855377777778
"2280",-0.0029062946
"2281",-0.000522626822222223
"2282",-0.000543076166666667
"2283",0.00289250025
"2284",0.00233386125
"2285",0.00397558641666666
"2286",0.00150383058333333
"2287",0.002203315
"2288",0.00598545966666667
"2289",0.00566443558333333
"2290",-0.00596338366666667
"2291",0.00429526191666667
